TimeUs,Ugen,Ur1,Ul1
0.004,,,
0.008,,,
0.012,,,
0.016,,,
0.02,,,
0.024,,,
0.028,,,
0.032,,,
0.036000000000000004,,,
0.04,,,
0.044,,,
0.048,,,
0.052000000000000005,,,
0.056,,,
0.06,,,
0.064,,,
0.068,,,
0.07200000000000001,,,
0.076,,,
0.08,,,
0.084,,,
0.088,,,
0.092,,,
0.096,,,
0.1,,,
0.10400000000000001,,,
0.108,,,
0.112,,,
0.116,,,
0.12,-0.6666666666666666,-14.0,0.0
0.124,-0.6666666666666666,-11.333333333333334,-2.6666666666666665
0.128,-0.6666666666666666,-8.666666666666666,-2.6666666666666665
0.132,-0.6666666666666666,-6.0,-2.6666666666666665
0.136,2.0,-6.0,-2.6666666666666665
0.14,2.0,-6.0,-2.6666666666666665
0.14400000000000002,-0.6666666666666666,-6.0,-2.6666666666666665
0.148,2.0,-6.0,-2.6666666666666665
0.152,4.666666666666667,-6.0,-2.6666666666666665
0.156,2.0,-6.0,-2.6666666666666665
0.16,-0.6666666666666666,-3.3333333333333335,-2.6666666666666665
0.164,-0.6666666666666666,-3.3333333333333335,-2.6666666666666665
0.168,-0.6666666666666666,-3.3333333333333335,-2.6666666666666665
0.17200000000000001,-3.3333333333333335,-3.3333333333333335,-2.6666666666666665
0.176,-0.6666666666666666,-3.3333333333333335,-2.6666666666666665
0.18,-0.6666666666666666,-0.6666666666666666,-2.6666666666666665
0.184,-3.3333333333333335,-0.6666666666666666,-2.6666666666666665
0.188,-6.0,-0.6666666666666666,-2.6666666666666665
0.192,-8.666666666666666,-3.3333333333333335,-2.6666666666666665
0.196,-8.666666666666666,-0.6666666666666666,-2.6666666666666665
0.2,-8.666666666666666,-0.6666666666666666,-2.6666666666666665
0.20400000000000001,-8.666666666666666,-0.6666666666666666,-2.6666666666666665
0.20800000000000002,-8.666666666666666,-0.6666666666666666,-2.6666666666666665
0.212,-8.666666666666666,-0.6666666666666666,-2.6666666666666665
0.216,-11.333333333333334,-0.6666666666666666,-2.6666666666666665
0.22,-11.333333333333334,-0.6666666666666666,-2.6666666666666665
0.224,-11.333333333333334,-0.6666666666666666,-2.6666666666666665
0.228,-8.666666666666666,-3.3333333333333335,-2.6666666666666665
0.232,-8.666666666666666,-0.6666666666666666,-5.333333333333333
0.23600000000000002,-11.333333333333334,2.0,-8.0
0.24,-11.333333333333334,-0.6666666666666666,-8.0
0.244,-11.333333333333334,-3.3333333333333335,-5.333333333333333
0.248,-8.666666666666666,-6.0,-5.333333333333333
0.252,-8.666666666666666,-8.666666666666666,-5.333333333333333
0.256,-8.666666666666666,-8.666666666666666,-5.333333333333333
0.26,-11.333333333333334,-8.666666666666666,-5.333333333333333
0.264,-8.666666666666666,-8.666666666666666,-5.333333333333333
0.268,-11.333333333333334,-8.666666666666666,-5.333333333333333
0.272,-14.0,-11.333333333333334,-5.333333333333333
0.276,-11.333333333333334,-14.0,-8.0
0.28,-8.666666666666666,-14.0,-8.0
0.28400000000000003,-8.666666666666666,-11.333333333333334,-8.0
