TimeUs,Ugen,Ur1,Ul1
1.3800000000000001,3.3333333333333335,-3.3333333333333335,-12.0
1.3900000000000001,3.3333333333333335,-3.3333333333333335,-12.0
1.4000000000000001,3.3333333333333335,-3.3333333333333335,-12.0
1.41,6.0,-3.3333333333333335,-12.0
1.42,6.0,-3.3333333333333335,-12.0
1.43,6.0,-3.3333333333333335,-12.0
1.44,6.0,-0.6666666666666666,-12.0
1.45,6.0,-0.6666666666666666,-14.666666666666666
1.46,6.0,2.0,-14.666666666666666
1.47,6.0,2.0,-12.0
1.48,8.666666666666666,4.666666666666667,-12.0
1.49,8.666666666666666,4.666666666666667,-12.0
1.5,8.666666666666666,2.0,-12.0
1.51,8.666666666666666,2.0,-14.666666666666666
1.52,11.333333333333334,-0.6666666666666666,-14.666666666666666
1.53,8.666666666666666,-0.6666666666666666,-14.666666666666666
1.54,8.666666666666666,-0.6666666666666666,-14.666666666666666
1.55,8.666666666666666,-0.6666666666666666,-12.0
1.56,8.666666666666666,-3.3333333333333335,-12.0
1.57,8.666666666666666,-3.3333333333333335,-14.666666666666666
1.58,11.333333333333334,-3.3333333333333335,-17.333333333333332
1.59,11.333333333333334,-3.3333333333333335,-17.333333333333332
1.6,8.666666666666666,-6.0,-17.333333333333332
1.61,8.666666666666666,-6.0,-17.333333333333332
1.62,6.0,-6.0,-20.0
1.6300000000000001,6.0,-6.0,-17.333333333333332
1.6400000000000001,6.0,-8.666666666666666,-17.333333333333332
1.6500000000000001,3.3333333333333335,-8.666666666666666,-17.333333333333332
1.6600000000000001,6.0,-8.666666666666666,-17.333333333333332
1.67,6.0,-8.666666666666666,-20.0
1.68,6.0,-11.333333333333334,-20.0
1.69,3.3333333333333335,-11.333333333333334,-20.0
1.7,3.3333333333333335,-8.666666666666666,-22.666666666666668
1.71,0.6666666666666666,-8.666666666666666,-22.666666666666668
1.72,0.6666666666666666,-8.666666666666666,-22.666666666666668
1.73,-2.0,-8.666666666666666,-20.0
1.74,-4.666666666666667,-11.333333333333334,-20.0
1.75,-4.666666666666667,-11.333333333333334,-20.0
1.76,-4.666666666666667,-11.333333333333334,-20.0
1.77,-7.333333333333333,-11.333333333333334,-22.666666666666668
1.78,-7.333333333333333,-14.0,-22.666666666666668
1.79,-7.333333333333333,-14.0,-22.666666666666668
1.8,-7.333333333333333,-14.0,-25.333333333333332
1.81,-4.666666666666667,-14.0,-25.333333333333332
1.82,-7.333333333333333,-11.333333333333334,-25.333333333333332
1.83,-4.666666666666667,-11.333333333333334,-22.666666666666668
1.84,-4.666666666666667,-11.333333333333334,-22.666666666666668
1.85,-4.666666666666667,-11.333333333333334,-25.333333333333332
1.86,-4.666666666666667,-11.333333333333334,-28.0
1.87,-4.666666666666667,-11.333333333333334,-28.0
1.8800000000000001,-7.333333333333333,-11.333333333333334,-25.333333333333332
1.8900000000000001,-7.333333333333333,-11.333333333333334,-25.333333333333332
1.9000000000000001,-7.333333333333333,-11.333333333333334,-25.333333333333332
1.9100000000000001,-10.0,-11.333333333333334,-25.333333333333332
1.92,-7.333333333333333,-8.666666666666666,-22.666666666666668
1.93,-7.333333333333333,-8.666666666666666,-25.333333333333332
1.94,-10.0,-6.0,-25.333333333333332
1.95,-7.333333333333333,-3.3333333333333335,-25.333333333333332
1.96,-7.333333333333333,-6.0,-22.666666666666668
1.97,-7.333333333333333,-6.0,-22.666666666666668
1.98,-4.666666666666667,-6.0,-22.666666666666668
1.99,-2.0,-6.0,-22.666666666666668
2.0,-2.0,-6.0,-20.0
2.0100000000000002,0.6666666666666666,-3.3333333333333335,-20.0
2.02,0.6666666666666666,-3.3333333333333335,-20.0
2.0300000000000002,3.3333333333333335,-3.3333333333333335,-20.0
2.04,6.0,-0.6666666666666666,-20.0
2.05,6.0,2.0,-20.0
2.06,3.3333333333333335,2.0,-20.0
2.07,6.0,2.0,-20.0
2.08,3.3333333333333335,4.666666666666667,-20.0
2.09,3.3333333333333335,4.666666666666667,-20.0
2.1,0.6666666666666666,4.666666666666667,-17.333333333333332
2.11,0.6666666666666666,4.666666666666667,-17.333333333333332
2.12,0.6666666666666666,2.0,-17.333333333333332
2.13,0.6666666666666666,2.0,-17.333333333333332
2.14,0.6666666666666666,2.0,-17.333333333333332
2.15,0.6666666666666666,2.0,-14.666666666666666
2.16,0.6666666666666666,4.666666666666667,-12.0
2.17,0.6666666666666666,4.666666666666667,-12.0
2.18,3.3333333333333335,2.0,-12.0
2.19,3.3333333333333335,2.0,-9.333333333333334
2.2,3.3333333333333335,4.666666666666667,-9.333333333333334
2.21,6.0,4.666666666666667,-9.333333333333334
2.22,6.0,2.0,-9.333333333333334
2.23,6.0,2.0,-9.333333333333334
2.24,6.0,2.0,-9.333333333333334
2.25,6.0,-0.6666666666666666,-9.333333333333334
2.2600000000000002,6.0,2.0,-9.333333333333334
2.27,8.666666666666666,2.0,-6.666666666666667
2.2800000000000002,6.0,2.0,-6.666666666666667
2.29,6.0,2.0,-6.666666666666667
2.3000000000000003,3.3333333333333335,2.0,-6.666666666666667
2.31,0.6666666666666666,-0.6666666666666666,-6.666666666666667
2.32,0.6666666666666666,-3.3333333333333335,-6.666666666666667
2.33,-2.0,-3.3333333333333335,-9.333333333333334
2.34,-2.0,-6.0,-9.333333333333334
2.35,-2.0,-8.666666666666666,-9.333333333333334
2.36,0.6666666666666666,-11.333333333333334,-12.0
2.37,0.6666666666666666,-11.333333333333334,-12.0
2.38,3.3333333333333335,-11.333333333333334,-12.0
2.39,3.3333333333333335,-11.333333333333334,-9.333333333333334
2.4,6.0,-8.666666666666666,-9.333333333333334
2.41,6.0,-8.666666666666666,-6.666666666666667
2.42,8.666666666666666,-6.0,-6.666666666666667
2.43,8.666666666666666,-3.3333333333333335,-9.333333333333334
2.44,6.0,-3.3333333333333335,-9.333333333333334
2.45,6.0,-3.3333333333333335,-12.0
2.46,6.0,-3.3333333333333335,-12.0
2.47,6.0,-3.3333333333333335,-12.0
2.48,6.0,-3.3333333333333335,-12.0
2.49,6.0,-3.3333333333333335,-14.666666666666666
2.5,8.666666666666666,-6.0,-14.666666666666666
2.5100000000000002,6.0,-3.3333333333333335,-14.666666666666666
2.52,6.0,-3.3333333333333335,-14.666666666666666
2.5300000000000002,6.0,-0.6666666666666666,-12.0
2.54,8.666666666666666,-0.6666666666666666,-12.0
2.5500000000000003,8.666666666666666,-0.6666666666666666,-12.0
2.56,8.666666666666666,-3.3333333333333335,-12.0
2.57,8.666666666666666,-3.3333333333333335,-12.0
2.58,11.333333333333334,-0.6666666666666666,-12.0
2.59,11.333333333333334,-0.6666666666666666,-12.0
2.6,14.0,-0.6666666666666666,-12.0
2.61,16.666666666666668,-0.6666666666666666,-12.0
2.62,19.333333333333332,-0.6666666666666666,-12.0
2.63,22.0,2.0,-12.0
2.64,19.333333333333332,2.0,-12.0
2.65,16.666666666666668,2.0,-12.0
2.66,16.666666666666668,4.666666666666667,-9.333333333333334
2.67,16.666666666666668,4.666666666666667,-9.333333333333334
2.68,16.666666666666668,2.0,-9.333333333333334
2.69,16.666666666666668,4.666666666666667,-12.0
2.7,16.666666666666668,2.0,-12.0
2.71,16.666666666666668,2.0,-12.0
2.72,16.666666666666668,2.0,-12.0
2.73,16.666666666666668,-0.6666666666666666,-9.333333333333334
2.74,16.666666666666668,-3.3333333333333335,-9.333333333333334
2.75,16.666666666666668,-3.3333333333333335,-9.333333333333334
2.7600000000000002,16.666666666666668,-3.3333333333333335,-9.333333333333334
2.77,16.666666666666668,-3.3333333333333335,-9.333333333333334
2.7800000000000002,16.666666666666668,-3.3333333333333335,-9.333333333333334
2.79,16.666666666666668,-3.3333333333333335,-9.333333333333334
2.8000000000000003,16.666666666666668,-3.3333333333333335,-9.333333333333334
2.81,16.666666666666668,-3.3333333333333335,-6.666666666666667
2.82,14.0,-0.6666666666666666,-6.666666666666667
2.83,11.333333333333334,-3.3333333333333335,-9.333333333333334
2.84,8.666666666666666,-6.0,-9.333333333333334
2.85,8.666666666666666,-6.0,-9.333333333333334
2.86,8.666666666666666,-6.0,-9.333333333333334
2.87,6.0,-6.0,-9.333333333333334
2.88,6.0,-8.666666666666666,-9.333333333333334
2.89,3.3333333333333335,-8.666666666666666,-9.333333333333334
2.9,3.3333333333333335,-11.333333333333334,-9.333333333333334
2.91,3.3333333333333335,-11.333333333333334,-9.333333333333334
2.92,0.6666666666666666,-8.666666666666666,-9.333333333333334
2.93,0.6666666666666666,-8.666666666666666,-6.666666666666667
2.94,0.6666666666666666,-8.666666666666666,-6.666666666666667
2.95,3.3333333333333335,-6.0,-6.666666666666667
2.96,3.3333333333333335,-8.666666666666666,-6.666666666666667
2.97,3.3333333333333335,-6.0,-6.666666666666667
2.98,0.6666666666666666,-6.0,-9.333333333333334
2.99,0.6666666666666666,-8.666666666666666,-9.333333333333334
3.0,-2.0,-8.666666666666666,-9.333333333333334
3.0100000000000002,-4.666666666666667,-8.666666666666666,-12.0
3.02,-10.0,-8.666666666666666,-14.666666666666666
3.0300000000000002,-12.666666666666666,-6.0,-17.333333333333332
3.04,-12.666666666666666,-3.3333333333333335,-20.0
3.0500000000000003,-18.0,-3.3333333333333335,-22.666666666666668
3.06,-20.666666666666668,-3.3333333333333335,-25.333333333333332
3.0700000000000003,-26.0,-3.3333333333333335,-28.0
3.08,-34.0,-3.3333333333333335,-33.333333333333336
3.09,-39.333333333333336,-3.3333333333333335,-38.666666666666664
3.1,-50.0,-3.3333333333333335,-46.666666666666664
3.11,-58.0,-6.0,-54.666666666666664
3.12,-68.66666666666667,-8.666666666666666,-62.666666666666664
3.13,-79.33333333333333,-8.666666666666666,-70.66666666666667
3.14,-90.0,-8.666666666666666,-81.33333333333333
3.15,-103.33333333333333,-8.666666666666666,-92.0
3.16,-119.33333333333333,-8.666666666666666,-105.33333333333333
3.17,-135.33333333333334,-8.666666666666666,-121.33333333333333
3.18,-156.66666666666666,-8.666666666666666,-137.33333333333334
3.19,-175.33333333333334,-8.666666666666666,-153.33333333333334
3.2,-196.66666666666666,-8.666666666666666,-172.0
3.21,-220.66666666666666,-8.666666666666666,-190.66666666666666
3.22,-242.0,-11.333333333333334,-212.0
3.23,-268.6666666666667,-14.0,-236.0
3.24,-295.3333333333333,-14.0,-262.6666666666667
3.25,-324.6666666666667,-16.666666666666668,-286.6666666666667
3.2600000000000002,-356.6666666666667,-19.333333333333332,-316.0
3.27,-391.3333333333333,-22.0,-345.3333333333333
3.2800000000000002,-423.3333333333333,-22.0,-372.0
3.29,-460.6666666666667,-24.666666666666668,-404.0
3.3000000000000003,-495.3333333333333,-24.666666666666668,-438.6666666666667
3.31,-530.0,-27.333333333333332,-473.3333333333333
3.3200000000000003,-564.6666666666666,-30.0,-508.0
3.33,-604.6666666666666,-35.333333333333336,-542.6666666666666
3.34,-644.6666666666666,-38.0,-577.3333333333334
3.35,-684.6666666666666,-40.666666666666664,-612.0
3.36,-724.6666666666666,-46.0,-649.3333333333334
3.37,-767.3333333333334,-48.666666666666664,-686.6666666666666
3.38,-807.3333333333334,-51.333333333333336,-724.0
3.39,-852.6666666666666,-54.0,-761.3333333333334
3.4,-892.6666666666666,-56.666666666666664,-798.6666666666666
3.41,-932.6666666666666,-59.333333333333336,-838.6666666666666
3.42,-972.6666666666666,-62.0,-878.6666666666666
3.43,-1012.6666666666666,-64.66666666666667,-916.0
3.44,-1055.3333333333333,-67.33333333333333,-956.0
3.45,-1098.0,-72.66666666666667,-993.3333333333334
3.46,-1138.0,-75.33333333333333,-1030.6666666666667
3.47,-1178.0,-80.66666666666667,-1065.3333333333333
3.48,-1215.3333333333333,-83.33333333333333,-1100.0
3.49,-1252.6666666666667,-88.66666666666667,-1134.6666666666667
3.5,-1290.0,-94.0,-1169.3333333333333
3.5100000000000002,-1324.6666666666667,-99.33333333333333,-1201.3333333333333
3.52,-1362.0,-104.66666666666667,-1236.0
3.5300000000000002,-1396.6666666666667,-112.66666666666667,-1268.0
3.54,-1428.6666666666667,-118.0,-1294.6666666666667
3.5500000000000003,-1463.3333333333333,-126.0,-1324.0
3.56,-1495.3333333333333,-128.66666666666666,-1350.6666666666667
3.5700000000000003,-1527.3333333333333,-136.66666666666666,-1377.3333333333333
3.58,-1559.3333333333333,-144.66666666666666,-1404.0
3.59,-1588.6666666666667,-150.0,-1428.0
3.6,-1618.0,-158.0,-1452.0
3.61,-1647.3333333333333,-163.33333333333334,-1473.3333333333333
3.62,-1676.6666666666667,-171.33333333333334,-1494.6666666666667
3.63,-1703.3333333333333,-179.33333333333334,-1516.0
3.64,-1730.0,-187.33333333333334,-1537.3333333333333
3.65,-1754.0,-195.33333333333334,-1556.0
3.66,-1780.6666666666667,-203.33333333333334,-1574.6666666666667
3.67,-1802.0,-211.33333333333334,-1590.6666666666667
3.68,-1826.0,-216.66666666666666,-1606.6666666666667
3.69,-1847.3333333333333,-224.66666666666666,-1620.0
3.7,-1868.6666666666667,-232.66666666666666,-1636.0
3.71,-1890.0,-243.33333333333334,-1649.3333333333333
3.72,-1908.6666666666667,-251.33333333333334,-1662.6666666666667
3.73,-1927.3333333333333,-259.3333333333333,-1676.0
3.74,-1946.0,-267.3333333333333,-1686.6666666666667
3.75,-1964.6666666666667,-275.3333333333333,-1697.3333333333333
3.7600000000000002,-1983.3333333333333,-283.3333333333333,-1708.0
3.77,-1999.3333333333333,-291.3333333333333,-1718.6666666666667
3.7800000000000002,-2015.3333333333333,-302.0,-1729.3333333333333
3.79,-2031.3333333333333,-310.0,-1737.3333333333333
3.8000000000000003,-2047.3333333333333,-318.0,-1745.3333333333333
3.81,-2066.0,-326.0,-1753.3333333333333
3.8200000000000003,-2079.3333333333335,-334.0,-1758.6666666666667
3.83,-2095.3333333333335,-342.0,-1764.0
3.84,-2111.3333333333335,-350.0,-1769.3333333333333
3.85,-2124.6666666666665,-358.0,-1774.6666666666667
3.86,-2138.0,-368.6666666666667,-1777.3333333333333
3.87,-2148.6666666666665,-376.6666666666667,-1780.0
3.88,-2159.3333333333335,-384.6666666666667,-1785.3333333333333
3.89,-2170.0,-395.3333333333333,-1788.0
3.9,-2180.6666666666665,-403.3333333333333,-1790.6666666666667
3.91,-2191.3333333333335,-414.0,-1793.3333333333333
3.92,-2199.3333333333335,-422.0,-1796.0
3.93,-2207.3333333333335,-430.0,-1798.6666666666667
3.94,-2215.3333333333335,-440.6666666666667,-1801.3333333333333
3.95,-2223.3333333333335,-448.6666666666667,-1804.0
3.96,-2228.6666666666665,-456.6666666666667,-1806.6666666666667
3.97,-2239.3333333333335,-467.3333333333333,-1809.3333333333333
3.98,-2244.6666666666665,-478.0,-1809.3333333333333
3.99,-2252.6666666666665,-486.0,-1812.0
4.0,-2260.6666666666665,-494.0,-1809.3333333333333
4.01,-2268.6666666666665,-499.3333333333333,-1809.3333333333333
4.0200000000000005,-2276.6666666666665,-507.3333333333333,-1806.6666666666667
4.03,-2284.6666666666665,-518.0,-1804.0
4.04,-2290.0,-526.0,-1801.3333333333333
4.05,-2295.3333333333335,-534.0,-1798.6666666666667
4.0600000000000005,-2300.6666666666665,-544.6666666666666,-1796.0
4.07,-2306.0,-552.6666666666666,-1793.3333333333333
4.08,-2311.3333333333335,-560.6666666666666,-1790.6666666666667
4.09,-2319.3333333333335,-568.6666666666666,-1788.0
4.1,-2324.6666666666665,-576.6666666666666,-1782.6666666666667
4.11,-2327.3333333333335,-587.3333333333334,-1780.0
4.12,-2332.6666666666665,-595.3333333333334,-1774.6666666666667
4.13,-2335.3333333333335,-600.6666666666666,-1772.0
4.14,-2338.0,-608.6666666666666,-1772.0
4.15,-2340.6666666666665,-616.6666666666666,-1766.6666666666667
4.16,-2343.3333333333335,-624.6666666666666,-1764.0
4.17,-2346.0,-632.6666666666666,-1761.3333333333333
4.18,-2348.6666666666665,-640.6666666666666,-1756.0
4.19,-2351.3333333333335,-646.0,-1750.6666666666667
4.2,-2354.0,-654.0,-1745.3333333333333
4.21,-2356.6666666666665,-659.3333333333334,-1740.0
4.22,-2359.3333333333335,-667.3333333333334,-1734.6666666666667
4.23,-2362.0,-675.3333333333334,-1729.3333333333333
4.24,-2364.6666666666665,-680.6666666666666,-1724.0
4.25,-2367.3333333333335,-688.6666666666666,-1718.6666666666667
4.26,-2370.0,-694.0,-1710.6666666666667
4.2700000000000005,-2370.0,-699.3333333333334,-1705.3333333333333
4.28,-2372.6666666666665,-707.3333333333334,-1700.0
4.29,-2372.6666666666665,-715.3333333333334,-1692.0
4.3,-2372.6666666666665,-723.3333333333334,-1686.6666666666667
4.3100000000000005,-2375.3333333333335,-731.3333333333334,-1678.6666666666667
4.32,-2375.3333333333335,-739.3333333333334,-1673.3333333333333
4.33,-2375.3333333333335,-747.3333333333334,-1668.0
4.34,-2375.3333333333335,-755.3333333333334,-1662.6666666666667
4.3500000000000005,-2375.3333333333335,-763.3333333333334,-1657.3333333333333
4.36,-2375.3333333333335,-768.6666666666666,-1649.3333333333333
4.37,-2375.3333333333335,-776.6666666666666,-1644.0
4.38,-2375.3333333333335,-784.6666666666666,-1636.0
4.39,-2372.6666666666665,-792.6666666666666,-1630.6666666666667
4.4,-2372.6666666666665,-800.6666666666666,-1625.3333333333333
4.41,-2372.6666666666665,-806.0,-1617.3333333333333
4.42,-2372.6666666666665,-814.0,-1612.0
4.43,-2375.3333333333335,-822.0,-1604.0
4.44,-2375.3333333333335,-830.0,-1596.0
4.45,-2378.0,-835.3333333333334,-1590.6666666666667
4.46,-2378.0,-840.6666666666666,-1585.3333333333333
4.47,-2378.0,-848.6666666666666,-1574.6666666666667
4.48,-2378.0,-854.0,-1566.6666666666667
4.49,-2378.0,-859.3333333333334,-1561.3333333333333
4.5,-2378.0,-864.6666666666666,-1553.3333333333333
4.51,-2378.0,-872.6666666666666,-1548.0
4.5200000000000005,-2378.0,-880.6666666666666,-1540.0
4.53,-2378.0,-886.0,-1532.0
4.54,-2378.0,-894.0,-1524.0
4.55,-2378.0,-899.3333333333334,-1516.0
4.5600000000000005,-2378.0,-907.3333333333334,-1510.6666666666667
4.57,-2378.0,-912.6666666666666,-1502.6666666666667
4.58,-2378.0,-918.0,-1497.3333333333333
4.59,-2378.0,-923.3333333333334,-1489.3333333333333
4.6000000000000005,-2378.0,-928.6666666666666,-1481.3333333333333
4.61,-2375.3333333333335,-934.0,-1476.0
4.62,-2375.3333333333335,-939.3333333333334,-1468.0
4.63,-2375.3333333333335,-944.6666666666666,-1460.0
4.64,-2375.3333333333335,-950.0,-1452.0
4.65,-2375.3333333333335,-955.3333333333334,-1444.0
4.66,-2375.3333333333335,-960.6666666666666,-1438.6666666666667
4.67,-2375.3333333333335,-966.0,-1430.6666666666667
4.68,-2375.3333333333335,-971.3333333333334,-1425.3333333333333
4.69,-2375.3333333333335,-976.6666666666666,-1417.3333333333333
4.7,-2375.3333333333335,-982.0,-1412.0
4.71,-2375.3333333333335,-990.0,-1406.6666666666667
4.72,-2375.3333333333335,-995.3333333333334,-1401.3333333333333
4.73,-2372.6666666666665,-1000.6666666666666,-1393.3333333333333
4.74,-2372.6666666666665,-1006.0,-1385.3333333333333
4.75,-2370.0,-1014.0,-1377.3333333333333
4.76,-2370.0,-1019.3333333333334,-1369.3333333333333
4.7700000000000005,-2370.0,-1024.6666666666667,-1364.0
4.78,-2370.0,-1030.0,-1358.6666666666667
4.79,-2370.0,-1038.0,-1350.6666666666667
4.8,-2370.0,-1043.3333333333333,-1345.3333333333333
4.8100000000000005,-2370.0,-1048.6666666666667,-1337.3333333333333
4.82,-2367.3333333333335,-1051.3333333333333,-1332.0
4.83,-2367.3333333333335,-1056.6666666666667,-1326.6666666666667
4.84,-2367.3333333333335,-1062.0,-1321.3333333333333
4.8500000000000005,-2367.3333333333335,-1067.3333333333333,-1313.3333333333333
4.86,-2364.6666666666665,-1072.6666666666667,-1305.3333333333333
4.87,-2364.6666666666665,-1080.6666666666667,-1300.0
4.88,-2364.6666666666665,-1086.0,-1292.0
4.89,-2364.6666666666665,-1091.3333333333333,-1286.6666666666667
4.9,-2364.6666666666665,-1096.6666666666667,-1281.3333333333333
4.91,-2364.6666666666665,-1104.6666666666667,-1273.3333333333333
4.92,-2362.0,-1110.0,-1268.0
4.93,-2359.3333333333335,-1115.3333333333333,-1262.6666666666667
4.94,-2356.6666666666665,-1123.3333333333333,-1254.6666666666667
4.95,-2354.0,-1128.6666666666667,-1249.3333333333333
4.96,-2354.0,-1134.0,-1241.3333333333333
4.97,-2354.0,-1139.3333333333333,-1236.0
4.98,-2354.0,-1144.6666666666667,-1228.0
4.99,-2351.3333333333335,-1150.0,-1222.6666666666667
5.0,-2348.6666666666665,-1155.3333333333333,-1214.6666666666667
5.01,-2348.6666666666665,-1158.0,-1209.3333333333333
5.0200000000000005,-2346.0,-1163.3333333333333,-1201.3333333333333
5.03,-2343.3333333333335,-1168.6666666666667,-1196.0
5.04,-2340.6666666666665,-1174.0,-1190.6666666666667
5.05,-2338.0,-1176.6666666666667,-1185.3333333333333
5.0600000000000005,-2335.3333333333335,-1182.0,-1177.3333333333333
5.07,-2335.3333333333335,-1187.3333333333333,-1172.0
5.08,-2332.6666666666665,-1195.3333333333333,-1164.0
5.09,-2330.0,-1200.6666666666667,-1158.6666666666667
5.1000000000000005,-2327.3333333333335,-1206.0,-1150.6666666666667
5.11,-2324.6666666666665,-1208.6666666666667,-1145.3333333333333
