Channel              :,CH1,CH2
Frequency            :,45.35kHz,45.35kHz
Period               :,22.050us,22.050us
PK-PK                :,8.000V,10.00V
Probe attenuation    :,10X,10X
Voltage per ADC value:,5.000000mV,5.000000mV
Time interval        :,0.01000uS,0.01000uS

index,CH1_Voltage(mV),CH2_Voltage(mV)
1,-160.000000,-160.000000
2,-160.000000,-160.000000
3,-240.000000,-240.000000
4,-160.000000,-160.000000
5,-160.000000,-240.000000
6,-160.000000,-160.000000
7,-160.000000,-160.000000
8,-160.000000,-160.000000
9,-160.000000,-160.000000
10,-160.000000,-160.000000
11,-160.000000,-240.000000
12,-160.000000,-160.000000
13,-160.000000,-240.000000
14,-240.000000,-160.000000
15,-160.000000,-240.000000
16,-160.000000,-160.000000
17,-160.000000,-240.000000
18,-160.000000,-160.000000
19,-160.000000,-240.000000
20,-160.000000,-160.000000
21,-160.000000,-240.000000
22,-160.000000,-160.000000
23,-160.000000,-240.000000
24,-240.000000,-160.000000
25,-160.000000,-240.000000
26,-160.000000,-160.000000
27,-160.000000,-240.000000
28,-160.000000,-160.000000
29,-160.000000,-160.000000
30,-160.000000,-160.000000
31,-160.000000,-240.000000
32,-160.000000,-160.000000
33,-160.000000,-160.000000
34,-160.000000,-160.000000
35,-160.000000,-160.000000
36,-160.000000,-160.000000
37,-160.000000,-240.000000
38,-160.000000,-160.000000
39,-160.000000,-240.000000
40,-160.000000,-160.000000
41,-160.000000,-240.000000
42,-240.000000,-160.000000
43,-160.000000,-240.000000
44,-160.000000,-160.000000
45,-160.000000,-240.000000
46,-160.000000,-160.000000
47,-160.000000,-240.000000
48,-160.000000,-160.000000
49,-160.000000,-160.000000
50,-160.000000,-160.000000
51,-160.000000,-240.000000
52,-160.000000,-160.000000
53,-160.000000,-240.000000
54,-160.000000,-160.000000
55,-160.000000,-240.000000
56,-160.000000,-160.000000
57,-160.000000,-240.000000
58,-160.000000,-160.000000
59,-160.000000,-240.000000
60,-160.000000,-160.000000
61,-160.000000,-240.000000
62,-160.000000,-160.000000
63,-160.000000,-160.000000
64,-160.000000,-160.000000
65,-80.000000,-160.000000
66,-240.000000,-160.000000
67,-160.000000,-160.000000
68,-160.000000,-160.000000
69,-160.000000,-240.000000
70,-160.000000,-160.000000
71,-160.000000,-160.000000
72,-160.000000,-160.000000
73,-160.000000,-240.000000
74,-160.000000,-160.000000
75,-160.000000,-160.000000
76,-160.000000,-160.000000
77,-160.000000,-240.000000
78,-160.000000,-160.000000
79,-160.000000,-160.000000
80,-160.000000,-160.000000
81,-160.000000,-240.000000
82,-160.000000,-160.000000
83,-160.000000,-240.000000
84,-160.000000,-160.000000
85,-160.000000,-240.000000
86,-160.000000,-160.000000
87,-160.000000,-160.000000
88,-160.000000,-160.000000
89,-160.000000,-240.000000
90,-160.000000,-160.000000
91,-160.000000,-240.000000
92,-240.000000,-160.000000
93,-160.000000,-240.000000
94,-160.000000,-160.000000
95,-160.000000,-240.000000
96,-160.000000,-160.000000
97,-160.000000,-240.000000
98,-160.000000,-160.000000
99,-160.000000,-240.000000
100,-160.000000,-160.000000
101,-80.000000,-240.000000
102,-160.000000,-160.000000
103,-160.000000,-240.000000
104,-160.000000,-160.000000
105,-160.000000,-240.000000
106,-160.000000,-160.000000
107,-240.000000,-240.000000
108,-240.000000,-160.000000
109,-160.000000,-240.000000
110,-160.000000,-240.000000
111,-160.000000,-240.000000
112,-160.000000,-160.000000
113,-160.000000,-240.000000
114,-160.000000,-160.000000
115,-160.000000,-240.000000
116,-160.000000,-160.000000
117,-160.000000,-240.000000
118,-160.000000,-160.000000
119,-160.000000,-160.000000
120,-160.000000,-160.000000
121,-160.000000,-240.000000
122,-160.000000,-160.000000
123,-240.000000,-160.000000
124,-160.000000,-160.000000
125,-160.000000,-240.000000
126,-160.000000,-160.000000
127,-160.000000,-160.000000
128,-160.000000,-160.000000
129,-160.000000,-240.000000
130,-160.000000,-160.000000
131,-160.000000,-240.000000
132,-160.000000,-160.000000
133,-160.000000,-160.000000
134,-160.000000,-240.000000
135,-160.000000,-240.000000
136,-160.000000,-160.000000
137,-160.000000,-160.000000
138,-160.000000,-160.000000
139,-160.000000,-160.000000
140,-160.000000,-160.000000
141,-160.000000,-240.000000
142,-160.000000,-160.000000
143,-160.000000,-160.000000
144,-160.000000,-160.000000
145,-160.000000,-240.000000
146,-160.000000,-160.000000
147,-160.000000,-240.000000
148,-80.000000,-160.000000
149,-160.000000,-240.000000
150,-160.000000,-160.000000
151,-160.000000,-160.000000
152,-160.000000,-160.000000
153,-160.000000,-240.000000
154,-160.000000,-240.000000
155,-160.000000,-160.000000
156,-160.000000,-160.000000
157,-160.000000,-160.000000
158,-160.000000,-160.000000
159,-160.000000,-160.000000
160,-160.000000,-160.000000
161,-160.000000,-240.000000
162,-160.000000,-160.000000
163,-160.000000,-160.000000
164,-240.000000,-160.000000
165,-160.000000,-160.000000
166,-160.000000,-160.000000
167,-160.000000,-240.000000
168,-160.000000,-160.000000
169,-160.000000,-240.000000
170,-160.000000,-240.000000
171,-160.000000,-160.000000
172,-160.000000,-160.000000
173,-160.000000,-240.000000
174,-160.000000,-160.000000
175,-160.000000,-160.000000
176,-160.000000,-160.000000
177,-160.000000,-240.000000
178,-160.000000,-160.000000
179,-160.000000,-240.000000
180,-160.000000,-160.000000
181,-160.000000,-240.000000
182,-160.000000,-240.000000
183,-160.000000,-160.000000
184,-160.000000,-160.000000
185,-160.000000,-160.000000
186,-160.000000,-160.000000
187,-160.000000,-240.000000
188,-160.000000,-160.000000
189,-160.000000,-160.000000
190,-160.000000,-160.000000
191,-160.000000,-160.000000
192,-160.000000,-160.000000
193,-160.000000,-160.000000
194,-160.000000,-160.000000
195,-160.000000,-160.000000
196,-160.000000,-160.000000
197,-160.000000,-240.000000
198,-160.000000,-160.000000
199,-160.000000,-160.000000
200,-240.000000,-160.000000
201,-160.000000,-160.000000
202,-160.000000,-160.000000
203,-160.000000,-160.000000
204,-160.000000,-240.000000
205,-160.000000,-240.000000
206,-160.000000,-160.000000
207,-160.000000,-160.000000
208,-160.000000,-160.000000
209,-160.000000,-240.000000
210,-160.000000,-160.000000
211,-160.000000,-240.000000
212,-160.000000,-160.000000
213,-160.000000,-240.000000
214,-160.000000,-160.000000
215,-160.000000,-160.000000
216,-160.000000,-160.000000
217,-160.000000,-240.000000
218,-160.000000,-160.000000
219,-160.000000,-240.000000
220,-160.000000,-160.000000
221,-160.000000,-240.000000
222,-160.000000,-160.000000
223,-160.000000,-160.000000
224,-160.000000,-160.000000
225,-160.000000,-160.000000
226,-160.000000,-160.000000
227,-160.000000,-240.000000
228,-160.000000,-240.000000
229,-160.000000,-240.000000
230,-160.000000,-160.000000
231,-160.000000,-160.000000
232,-160.000000,-160.000000
233,-160.000000,-160.000000
234,-160.000000,-160.000000
235,-160.000000,-160.000000
236,-160.000000,-160.000000
237,-160.000000,-240.000000
238,-160.000000,-160.000000
239,-160.000000,-240.000000
240,-160.000000,-160.000000
241,-160.000000,-240.000000
242,-160.000000,-160.000000
243,-160.000000,-240.000000
244,-160.000000,-160.000000
245,-160.000000,-240.000000
246,-160.000000,-160.000000
247,-160.000000,-240.000000
248,-160.000000,-160.000000
249,-160.000000,-160.000000
250,-160.000000,-160.000000
251,-160.000000,-160.000000
252,-160.000000,-160.000000
253,-160.000000,-160.000000
254,-160.000000,-160.000000
255,-160.000000,-240.000000
256,-160.000000,-160.000000
257,-160.000000,-240.000000
258,-160.000000,-160.000000
259,-160.000000,-160.000000
260,-160.000000,-160.000000
261,-160.000000,-240.000000
262,-160.000000,-160.000000
263,-240.000000,-240.000000
264,-160.000000,-240.000000
265,-160.000000,-240.000000
266,-160.000000,-240.000000
267,-160.000000,-160.000000
268,-160.000000,-160.000000
269,-160.000000,-240.000000
270,-160.000000,-160.000000
271,-160.000000,-160.000000
272,-160.000000,-160.000000
273,-160.000000,-240.000000
274,-160.000000,-160.000000
275,-160.000000,-240.000000
276,-160.000000,-160.000000
277,-160.000000,-240.000000
278,-160.000000,-160.000000
279,-160.000000,-160.000000
280,-160.000000,-160.000000
281,-160.000000,-160.000000
282,-160.000000,-160.000000
283,-160.000000,-240.000000
284,-160.000000,-160.000000
285,-160.000000,-160.000000
286,-160.000000,-160.000000
287,-160.000000,-240.000000
288,-160.000000,-160.000000
289,-160.000000,-160.000000
290,-160.000000,-160.000000
291,-160.000000,-240.000000
292,-160.000000,-160.000000
293,-160.000000,-240.000000
294,-80.000000,-240.000000
295,-160.000000,-160.000000
296,-160.000000,-160.000000
297,-160.000000,-240.000000
298,-160.000000,-160.000000
299,-160.000000,-240.000000
300,-160.000000,-160.000000
301,-160.000000,-160.000000
302,-160.000000,-160.000000
303,-160.000000,-240.000000
304,-160.000000,-160.000000
305,-160.000000,-240.000000
306,-160.000000,-160.000000
307,-160.000000,-160.000000
308,-160.000000,-160.000000
309,-160.000000,-160.000000
310,-160.000000,-160.000000
311,-160.000000,-240.000000
312,-160.000000,-160.000000
313,-160.000000,-160.000000
314,-160.000000,-160.000000
315,-160.000000,-240.000000
316,-160.000000,-160.000000
317,-160.000000,-160.000000
318,-160.000000,-160.000000
319,-160.000000,-160.000000
320,-160.000000,-240.000000
321,-160.000000,-160.000000
322,-80.000000,-160.000000
323,-160.000000,-240.000000
324,-160.000000,-160.000000
325,-160.000000,-240.000000
326,-160.000000,-160.000000
327,-160.000000,-160.000000
328,-240.000000,-160.000000
329,-160.000000,-160.000000
330,-160.000000,-160.000000
331,-160.000000,-160.000000
332,-160.000000,-160.000000
333,-160.000000,-240.000000
334,-160.000000,-160.000000
335,-160.000000,-240.000000
336,-160.000000,-160.000000
337,-160.000000,-240.000000
338,-160.000000,-160.000000
339,-160.000000,-160.000000
340,-160.000000,-160.000000
341,-160.000000,-240.000000
342,-160.000000,-160.000000
343,-160.000000,-160.000000
344,-160.000000,-160.000000
345,-160.000000,-240.000000
346,-160.000000,-160.000000
347,-160.000000,-160.000000
348,-160.000000,-160.000000
349,-160.000000,-240.000000
350,-160.000000,-160.000000
351,-160.000000,-160.000000
352,-160.000000,-160.000000
353,-80.000000,-240.000000
354,-80.000000,-160.000000
355,-160.000000,-160.000000
356,-160.000000,-160.000000
357,-160.000000,-240.000000
358,-240.000000,-160.000000
359,-160.000000,-240.000000
360,-160.000000,-160.000000
361,-160.000000,-240.000000
362,-160.000000,-160.000000
363,-160.000000,-160.000000
364,-160.000000,-240.000000
365,-160.000000,-240.000000
366,-160.000000,-160.000000
367,-160.000000,-240.000000
368,-160.000000,-160.000000
369,-160.000000,-240.000000
370,-160.000000,-160.000000
371,-160.000000,-240.000000
372,-160.000000,-160.000000
373,-160.000000,-240.000000
374,-160.000000,-160.000000
375,-160.000000,-240.000000
376,-160.000000,-160.000000
377,-160.000000,-240.000000
378,-160.000000,-160.000000
379,-160.000000,-160.000000
380,-160.000000,-160.000000
381,-160.000000,-240.000000
382,-240.000000,-160.000000
383,-160.000000,-240.000000
384,-160.000000,-160.000000
385,-160.000000,-240.000000
386,-160.000000,-160.000000
387,-160.000000,-160.000000
388,-160.000000,-160.000000
389,-160.000000,-160.000000
390,-160.000000,-160.000000
391,-160.000000,-240.000000
392,-160.000000,-160.000000
393,-160.000000,-160.000000
394,-240.000000,-160.000000
395,-160.000000,-160.000000
396,-160.000000,-160.000000
397,-160.000000,-240.000000
398,-240.000000,-160.000000
399,-160.000000,-160.000000
400,-160.000000,-160.000000
401,-160.000000,-240.000000
402,-160.000000,-160.000000
403,-160.000000,-240.000000
404,-160.000000,-160.000000
405,-160.000000,-160.000000
406,-160.000000,-160.000000
407,-160.000000,-240.000000
408,-160.000000,-160.000000
409,-160.000000,-160.000000
410,-160.000000,-160.000000
411,-160.000000,-240.000000
412,-240.000000,-160.000000
413,-80.000000,-240.000000
414,-240.000000,-160.000000
415,-160.000000,-240.000000
416,-160.000000,-240.000000
417,-160.000000,-160.000000
418,-160.000000,-160.000000
419,-160.000000,-240.000000
420,-160.000000,-160.000000
421,-160.000000,-160.000000
422,-160.000000,-160.000000
423,-160.000000,-160.000000
424,-160.000000,-160.000000
425,-160.000000,-240.000000
426,-160.000000,-160.000000
427,-160.000000,-160.000000
428,-160.000000,-160.000000
429,-160.000000,-160.000000
430,-160.000000,-160.000000
431,-160.000000,-160.000000
432,-160.000000,-160.000000
433,-160.000000,-240.000000
434,-160.000000,-160.000000
435,-160.000000,-240.000000
436,-160.000000,-160.000000
437,-160.000000,-160.000000
438,-240.000000,-160.000000
439,-160.000000,-240.000000
440,-160.000000,-160.000000
441,-160.000000,-240.000000
442,-160.000000,-160.000000
443,-160.000000,-240.000000
444,-160.000000,-160.000000
445,-80.000000,-240.000000
446,-160.000000,-160.000000
447,-160.000000,-240.000000
448,-160.000000,-160.000000
449,-160.000000,-240.000000
450,-160.000000,-160.000000
451,-160.000000,-240.000000
452,-160.000000,-160.000000
453,-160.000000,-240.000000
454,-160.000000,-160.000000
455,-160.000000,-240.000000
456,-160.000000,-160.000000
457,-160.000000,-160.000000
458,-160.000000,-160.000000
459,-160.000000,-240.000000
460,-160.000000,-160.000000
461,-160.000000,-160.000000
462,-160.000000,-160.000000
463,-160.000000,-160.000000
464,-160.000000,-160.000000
465,-160.000000,-240.000000
466,-160.000000,-160.000000
467,-160.000000,-160.000000
468,-160.000000,-160.000000
469,-160.000000,-240.000000
470,-160.000000,-160.000000
471,-160.000000,-240.000000
472,-160.000000,-160.000000
473,-80.000000,-160.000000
474,-240.000000,-160.000000
475,-160.000000,-160.000000
476,-160.000000,-160.000000
477,-160.000000,-240.000000
478,-160.000000,-160.000000
479,-160.000000,-160.000000
480,-160.000000,-160.000000
481,-160.000000,-240.000000
482,-160.000000,-160.000000
483,-160.000000,-160.000000
484,-160.000000,-160.000000
485,-160.000000,-160.000000
486,-160.000000,-160.000000
487,-160.000000,-240.000000
488,-160.000000,-240.000000
489,-160.000000,-240.000000
490,-160.000000,-160.000000
491,-160.000000,-240.000000
492,-240.000000,-160.000000
493,-160.000000,-240.000000
494,-160.000000,-160.000000
495,-160.000000,-160.000000
496,-160.000000,-240.000000
497,-160.000000,-240.000000
498,-160.000000,-160.000000
499,-160.000000,-160.000000
500,-160.000000,-160.000000
501,-160.000000,-160.000000
502,-160.000000,-160.000000
503,-160.000000,-240.000000
504,-160.000000,-160.000000
505,-160.000000,-240.000000
506,-160.000000,-160.000000
507,-160.000000,-240.000000
508,-160.000000,-160.000000
509,-160.000000,-160.000000
510,-160.000000,-160.000000
511,-160.000000,-240.000000
512,-160.000000,-160.000000
513,-160.000000,-160.000000
514,-160.000000,-160.000000
515,-160.000000,-240.000000
516,-160.000000,-160.000000
517,-160.000000,-240.000000
518,-160.000000,-160.000000
519,-160.000000,-240.000000
520,-160.000000,-160.000000
521,-160.000000,-160.000000
522,-160.000000,-160.000000
523,-160.000000,-240.000000
524,-160.000000,-160.000000
525,-160.000000,-240.000000
526,-160.000000,-160.000000
527,-160.000000,-160.000000
528,-160.000000,-160.000000
529,-160.000000,-240.000000
530,-240.000000,-240.000000
531,-160.000000,-240.000000
532,-160.000000,-160.000000
533,-160.000000,-240.000000
534,-160.000000,-160.000000
535,-160.000000,-240.000000
536,-160.000000,-160.000000
537,-160.000000,-240.000000
538,-240.000000,-160.000000
539,-160.000000,-160.000000
540,-160.000000,-160.000000
541,-160.000000,-160.000000
542,-160.000000,-160.000000
543,-160.000000,-160.000000
544,-160.000000,-160.000000
545,-160.000000,-160.000000
546,-160.000000,-160.000000
547,-160.000000,-240.000000
548,-160.000000,-160.000000
549,-160.000000,-240.000000
550,-160.000000,-160.000000
551,-160.000000,-160.000000
552,-160.000000,-160.000000
553,-160.000000,-160.000000
554,-160.000000,-160.000000
555,-160.000000,-240.000000
556,-160.000000,-160.000000
557,-160.000000,-160.000000
558,-160.000000,-160.000000
559,-160.000000,-160.000000
560,-160.000000,-160.000000
561,-160.000000,-240.000000
562,-160.000000,-160.000000
563,-160.000000,-240.000000
564,-240.000000,-160.000000
565,-160.000000,-160.000000
566,-160.000000,-160.000000
567,-160.000000,-240.000000
568,-160.000000,-160.000000
569,-160.000000,-240.000000
570,-160.000000,-160.000000
571,-160.000000,-160.000000
572,-240.000000,-160.000000
573,-160.000000,-160.000000
574,-160.000000,-160.000000
575,-160.000000,-240.000000
576,-160.000000,-160.000000
577,-160.000000,-240.000000
578,-160.000000,-160.000000
579,-160.000000,-240.000000
580,-160.000000,-240.000000
581,-160.000000,-240.000000
582,-160.000000,-160.000000
583,-160.000000,-160.000000
584,-160.000000,-160.000000
585,-160.000000,-240.000000
586,-160.000000,-160.000000
587,-160.000000,-240.000000
588,-160.000000,-160.000000
589,-160.000000,-160.000000
590,-160.000000,-160.000000
591,-160.000000,-240.000000
592,-160.000000,-160.000000
593,-160.000000,-240.000000
594,-160.000000,-160.000000
595,-160.000000,-240.000000
596,-160.000000,-160.000000
597,-160.000000,-240.000000
598,-160.000000,-160.000000
599,-160.000000,-240.000000
600,-160.000000,-160.000000
601,-160.000000,-160.000000
602,-160.000000,-160.000000
603,-160.000000,-160.000000
604,-160.000000,-160.000000
605,-160.000000,-160.000000
606,-240.000000,-160.000000
607,-160.000000,-160.000000
608,-240.000000,-160.000000
609,-160.000000,-160.000000
610,-160.000000,-160.000000
