Channel              :,CH1,CH2
Frequency            :,300.3Hz,301.7Hz
Period               :,3.330ms,3.315ms
PK-PK                :,3.880V,3.480V
Probe attenuation    :,10X,10X
Voltage per ADC value:,2.500000mV,2.500000mV
Time interval        :,2.00000uS,2.00000uS

index,CH1_Voltage(mV),CH2_Voltage(mV)
1,1960.000000,-2040.000000
2,1960.000000,-2040.000000
3,1960.000000,-2040.000000
4,1960.000000,-2040.000000
5,2000.000000,-2040.000000
6,1960.000000,-2040.000000
7,1960.000000,-2040.000000
8,1960.000000,-2040.000000
9,1960.000000,-2000.000000
10,1960.000000,-2040.000000
11,1960.000000,-2040.000000
12,1960.000000,-2040.000000
13,1960.000000,-2040.000000
14,1960.000000,-2040.000000
15,1960.000000,-2040.000000
16,1960.000000,-2040.000000
17,1960.000000,-2040.000000
18,1960.000000,-2040.000000
19,1960.000000,-2000.000000
20,1960.000000,-2040.000000
21,1960.000000,-2040.000000
22,1960.000000,-2000.000000
23,1960.000000,-2000.000000
24,1960.000000,-2000.000000
25,2000.000000,-2000.000000
26,1920.000000,-2040.000000
27,1960.000000,-2040.000000
28,1960.000000,-2040.000000
29,1960.000000,-2040.000000
30,2000.000000,-2000.000000
31,1960.000000,-2040.000000
32,1960.000000,-2000.000000
33,1960.000000,-2000.000000
34,1960.000000,-2000.000000
35,1960.000000,-2000.000000
36,1960.000000,-2040.000000
37,1960.000000,-2000.000000
38,1960.000000,-2000.000000
39,1960.000000,-2040.000000
40,2000.000000,-2040.000000
41,1960.000000,-2040.000000
42,1960.000000,-2040.000000
43,1960.000000,-2040.000000
44,2000.000000,-2040.000000
45,1960.000000,-2040.000000
46,1960.000000,-2040.000000
47,1960.000000,-2040.000000
48,1960.000000,-2040.000000
49,1960.000000,-2040.000000
50,1960.000000,-2040.000000
51,1960.000000,-2040.000000
52,1960.000000,-2040.000000
53,1960.000000,-2040.000000
54,1960.000000,-2000.000000
55,1960.000000,-2040.000000
56,1960.000000,-2040.000000
57,1960.000000,-2040.000000
58,1960.000000,-2040.000000
59,1960.000000,-2040.000000
60,1960.000000,-2040.000000
61,1960.000000,-2040.000000
62,1960.000000,-2040.000000
63,1960.000000,-2000.000000
64,1960.000000,-2000.000000
65,1960.000000,-2040.000000
66,1960.000000,-2040.000000
67,2000.000000,-2000.000000
68,1960.000000,-2000.000000
69,1960.000000,-2040.000000
70,1960.000000,-2040.000000
71,1960.000000,-2040.000000
72,1960.000000,-2040.000000
73,1960.000000,-2040.000000
74,1960.000000,-2040.000000
75,1960.000000,-2040.000000
76,1960.000000,-2040.000000
77,1960.000000,-2040.000000
78,1960.000000,-2040.000000
79,1960.000000,-2040.000000
80,2000.000000,-2040.000000
81,1960.000000,-2040.000000
82,1960.000000,-2000.000000
83,1960.000000,-2040.000000
84,1960.000000,-2000.000000
85,1960.000000,-2000.000000
86,2000.000000,-2040.000000
87,1960.000000,-2040.000000
88,1960.000000,-2040.000000
89,1960.000000,-2040.000000
90,1960.000000,-2040.000000
91,1960.000000,-2000.000000
92,1960.000000,-2040.000000
93,1960.000000,-2040.000000
94,1960.000000,-2000.000000
95,1960.000000,-2040.000000
96,1960.000000,-2000.000000
97,1960.000000,-2040.000000
98,1960.000000,-2000.000000
99,2000.000000,-2040.000000
100,1960.000000,-2040.000000
101,2000.000000,-2040.000000
102,2000.000000,-2040.000000
103,1960.000000,-2040.000000
104,1960.000000,-2040.000000
105,2000.000000,-2040.000000
106,1960.000000,-2040.000000
107,1960.000000,-2040.000000
108,1960.000000,-2040.000000
109,1960.000000,-2040.000000
110,1960.000000,-2040.000000
111,1960.000000,-2040.000000
112,1960.000000,-2040.000000
113,2000.000000,-2040.000000
114,1960.000000,-2040.000000
115,1960.000000,-2040.000000
116,1960.000000,-2040.000000
117,1960.000000,-2040.000000
118,2000.000000,-2040.000000
119,1960.000000,-2000.000000
120,1960.000000,-2040.000000
121,1960.000000,-2040.000000
122,1960.000000,-2040.000000
123,1960.000000,-2000.000000
124,1960.000000,-2000.000000
125,1960.000000,-2040.000000
126,1960.000000,-2040.000000
127,1960.000000,-2000.000000
128,1960.000000,-2040.000000
129,1960.000000,-2000.000000
130,1960.000000,-2040.000000
131,1960.000000,-2040.000000
132,1960.000000,-2040.000000
133,1960.000000,-2040.000000
134,1960.000000,-2000.000000
135,1960.000000,-2040.000000
136,1960.000000,-2040.000000
137,1960.000000,-2000.000000
138,1960.000000,-2000.000000
139,1960.000000,-2000.000000
140,1960.000000,-2000.000000
141,2000.000000,-2000.000000
142,1960.000000,-2040.000000
143,1960.000000,-2040.000000
144,1960.000000,-2040.000000
145,1960.000000,-2040.000000
146,1960.000000,-2040.000000
147,1960.000000,-2000.000000
148,1960.000000,-2000.000000
149,1960.000000,-2040.000000
150,1960.000000,-2040.000000
151,2000.000000,-2040.000000
152,1960.000000,-2040.000000
153,1960.000000,-2040.000000
154,2000.000000,-2040.000000
155,1960.000000,-2040.000000
156,1960.000000,-2040.000000
157,1960.000000,-2000.000000
158,1960.000000,-2040.000000
159,1960.000000,-2040.000000
160,1960.000000,-2040.000000
161,1960.000000,-2040.000000
162,2000.000000,-2040.000000
163,1960.000000,-2000.000000
164,1960.000000,-2040.000000
165,1960.000000,-2040.000000
166,1960.000000,-2000.000000
167,1960.000000,-2040.000000
168,1960.000000,-2040.000000
169,1960.000000,-2040.000000
170,1960.000000,-2000.000000
171,1960.000000,-2040.000000
172,1960.000000,-2040.000000
173,1960.000000,-2040.000000
174,1960.000000,-2040.000000
175,1960.000000,-2040.000000
176,1960.000000,-2040.000000
177,1960.000000,-2040.000000
178,1960.000000,-2040.000000
179,1960.000000,-2000.000000
180,1960.000000,-2000.000000
181,1960.000000,-2040.000000
182,1960.000000,-2040.000000
183,1960.000000,-2040.000000
184,1960.000000,-2040.000000
185,1960.000000,-2040.000000
186,1960.000000,-2040.000000
187,1960.000000,-2000.000000
188,1960.000000,-2040.000000
189,1960.000000,-2000.000000
190,1960.000000,-2040.000000
191,1960.000000,-2040.000000
192,1960.000000,-2000.000000
193,1960.000000,-2040.000000
194,1960.000000,-2000.000000
195,1960.000000,-2040.000000
196,1960.000000,-2040.000000
197,2000.000000,-2040.000000
198,2000.000000,-2000.000000
199,2000.000000,-2000.000000
200,1960.000000,-2040.000000
201,1960.000000,-2040.000000
202,1960.000000,-2040.000000
203,1960.000000,-2040.000000
204,1960.000000,-2040.000000
205,1960.000000,-2040.000000
206,1960.000000,-2040.000000
207,1960.000000,-2040.000000
208,2000.000000,-2040.000000
209,1960.000000,-2040.000000
210,1960.000000,-2040.000000
211,1960.000000,-2040.000000
212,2000.000000,-2040.000000
213,1960.000000,-2040.000000
214,1960.000000,-2040.000000
215,1960.000000,-2040.000000
216,1960.000000,-2000.000000
217,1960.000000,-2040.000000
218,1960.000000,-2040.000000
219,1960.000000,-2040.000000
220,2000.000000,-2040.000000
221,1960.000000,-2000.000000
222,1960.000000,-2040.000000
223,1960.000000,-2000.000000
224,1960.000000,-2040.000000
225,1960.000000,-2040.000000
226,1960.000000,-2040.000000
227,1960.000000,-2040.000000
228,1960.000000,-2040.000000
229,1960.000000,-2040.000000
230,1960.000000,-2040.000000
231,1960.000000,-2040.000000
232,2000.000000,-2040.000000
233,1960.000000,-2040.000000
234,1960.000000,-2040.000000
235,1960.000000,-2040.000000
236,1960.000000,-2040.000000
237,1960.000000,-2040.000000
238,1960.000000,-2000.000000
239,1960.000000,-2040.000000
240,2000.000000,-2040.000000
241,1960.000000,-2040.000000
242,1960.000000,-2040.000000
243,1960.000000,-2040.000000
244,1960.000000,-2000.000000
245,1960.000000,-2040.000000
246,1960.000000,-2040.000000
247,1960.000000,-2040.000000
248,1960.000000,-2000.000000
249,1960.000000,-2040.000000
250,1960.000000,-2040.000000
251,1960.000000,-2040.000000
252,1960.000000,-2040.000000
253,1960.000000,-2040.000000
254,1960.000000,-2040.000000
255,1960.000000,-2040.000000
256,1960.000000,-2040.000000
257,1960.000000,-2000.000000
258,1960.000000,-2040.000000
259,1960.000000,-2040.000000
260,1960.000000,-2000.000000
261,1960.000000,-2040.000000
262,1960.000000,-2040.000000
263,1960.000000,-2040.000000
264,1960.000000,-2040.000000
265,1960.000000,-2040.000000
266,1960.000000,-2040.000000
267,1960.000000,-2040.000000
268,1960.000000,-2040.000000
269,1960.000000,-2040.000000
270,1960.000000,-2040.000000
271,1960.000000,-2040.000000
272,1960.000000,-2040.000000
273,1960.000000,-2040.000000
274,1960.000000,-2040.000000
275,1960.000000,-2040.000000
276,1960.000000,-2040.000000
277,1960.000000,-2040.000000
278,1960.000000,-2040.000000
279,1960.000000,-2040.000000
280,1960.000000,-2040.000000
281,1960.000000,-2000.000000
282,1960.000000,-2040.000000
283,1960.000000,-2000.000000
284,1960.000000,-2040.000000
285,1960.000000,-2040.000000
286,1960.000000,-2040.000000
287,1960.000000,-2040.000000
288,1960.000000,-2000.000000
289,1960.000000,-2040.000000
290,1960.000000,-2040.000000
291,1960.000000,-2040.000000
292,1960.000000,-2040.000000
293,1960.000000,-2040.000000
294,1960.000000,-2040.000000
295,1960.000000,-2000.000000
296,1960.000000,-2040.000000
297,1960.000000,-2000.000000
298,1960.000000,-2040.000000
299,1960.000000,-2000.000000
300,1960.000000,-2000.000000
301,1960.000000,-2000.000000
302,1960.000000,-2040.000000
303,1960.000000,-2040.000000
304,1960.000000,-2040.000000
305,1960.000000,-2040.000000
306,1960.000000,-2040.000000
307,1960.000000,-2040.000000
308,1960.000000,-2040.000000
309,1960.000000,-2040.000000
310,1960.000000,-2040.000000
311,1960.000000,-2040.000000
312,2000.000000,-2040.000000
313,1960.000000,-2040.000000
314,1960.000000,-2000.000000
315,1960.000000,-2040.000000
316,1960.000000,-2040.000000
317,1960.000000,-2040.000000
318,1960.000000,-2040.000000
319,1960.000000,-2040.000000
320,1960.000000,-2040.000000
