TimeUs,Urg (Ch1),Ugen,Ugs (Ch2),Urn (Ch3),Uds (Ch4)
734,373.3333333333333,872.0,533.3333333333334,1085.3333333333333,7328.0
735,378.6666666666667,880.0,530.6666666666666,1098.6666666666667,7314.666666666667
736,386.6666666666667,888.0,533.3333333333334,1109.3333333333333,7301.333333333333
737,392.0,893.3333333333334,533.3333333333334,1120.0,7288.0
738,397.3333333333333,898.6666666666666,533.3333333333334,1133.3333333333333,7277.333333333333
739,402.6666666666667,904.0,533.3333333333334,1144.0,7266.666666666667
740,408.0,909.3333333333334,536.0,1154.6666666666667,7253.333333333333
741,408.0,914.6666666666666,536.0,1165.3333333333333,7242.666666666667
742,413.3333333333333,920.0,538.6666666666666,1173.3333333333333,7229.333333333333
743,418.6666666666667,925.3333333333334,541.3333333333334,1184.0,7216.0
744,424.0,933.3333333333334,541.3333333333334,1197.3333333333333,7202.666666666667
745,429.3333333333333,941.3333333333334,544.0,1210.6666666666667,7189.333333333333
746,434.6666666666667,946.6666666666666,546.6666666666666,1224.0,7176.0
747,440.0,949.3333333333334,549.3333333333334,1237.3333333333333,7162.666666666667
748,442.6666666666667,952.0,549.3333333333334,1250.6666666666667,7149.333333333333
749,445.3333333333333,957.3333333333334,552.0,1261.3333333333333,7138.666666666667
750,453.3333333333333,965.3333333333334,554.6666666666666,1274.6666666666667,7125.333333333333
751,458.6666666666667,968.0,554.6666666666666,1285.3333333333333,7112.0
752,464.0,970.6666666666666,554.6666666666666,1298.6666666666667,7098.666666666667
753,466.6666666666667,976.0,554.6666666666666,1312.0,7085.333333333333
754,472.0,981.3333333333334,554.6666666666666,1325.3333333333333,7072.0
755,477.3333333333333,986.6666666666666,552.0,1336.0,7058.666666666667
756,482.6666666666667,992.0,554.6666666666666,1349.3333333333333,7048.0
757,485.3333333333333,997.3333333333334,557.3333333333334,1360.0,7037.333333333333
758,490.6666666666667,1002.6666666666666,557.3333333333334,1368.0,7026.666666666667
759,496.0,1008.0,554.6666666666666,1376.0,7016.0
760,501.3333333333333,1013.3333333333334,557.3333333333334,1389.3333333333333,7005.333333333333
761,506.6666666666667,1021.3333333333334,557.3333333333334,1402.6666666666667,6994.666666666667
762,509.3333333333333,1026.6666666666667,557.3333333333334,1416.0,6984.0
763,514.6666666666666,1034.6666666666667,560.0,1429.3333333333333,6970.666666666667
764,517.3333333333334,1042.6666666666667,557.3333333333334,1442.6666666666667,6960.0
765,522.6666666666666,1048.0,560.0,1453.3333333333333,6949.333333333333
766,525.3333333333334,1053.3333333333333,560.0,1464.0,6938.666666666667
767,528.0,1056.0,557.3333333333334,1477.3333333333333,6928.0
768,533.3333333333334,1058.6666666666667,560.0,1488.0,6912.0
769,536.0,1064.0,562.6666666666666,1504.0,6898.666666666667
770,541.3333333333334,1069.3333333333333,562.6666666666666,1517.3333333333333,6885.333333333333
771,549.3333333333334,1074.6666666666667,562.6666666666666,1530.6666666666667,6872.0
772,554.6666666666666,1080.0,562.6666666666666,1544.0,6861.333333333333
773,560.0,1085.3333333333333,562.6666666666666,1554.6666666666667,6850.666666666667
774,565.3333333333334,1088.0,565.3333333333334,1562.6666666666667,6837.333333333333
775,570.6666666666666,1088.0,565.3333333333334,1573.3333333333333,6824.0
776,576.0,1090.6666666666667,562.6666666666666,1586.6666666666667,6810.666666666667
777,578.6666666666666,1096.0,562.6666666666666,1597.3333333333333,6797.333333333333
778,584.0,1101.3333333333333,562.6666666666666,1608.0,6784.0
779,589.3333333333334,1106.6666666666667,562.6666666666666,1624.0,6770.666666666667
780,594.6666666666666,1112.0,560.0,1634.6666666666667,6760.0
781,597.3333333333334,1117.3333333333333,560.0,1645.3333333333333,6746.666666666667
782,600.0,1122.6666666666667,562.6666666666666,1656.0,6733.333333333333
783,605.3333333333334,1125.3333333333333,562.6666666666666,1666.6666666666667,6720.0
784,608.0,1128.0,565.3333333333334,1677.3333333333333,6706.666666666667
785,610.6666666666666,1133.3333333333333,565.3333333333334,1688.0,6693.333333333333
786,613.3333333333334,1138.6666666666667,562.6666666666666,1698.6666666666667,6680.0
787,618.6666666666666,1144.0,562.6666666666666,1712.0,6669.333333333333
788,624.0,1149.3333333333333,565.3333333333334,1725.3333333333333,6658.666666666667
789,629.3333333333334,1152.0,568.0,1738.6666666666667,6645.333333333333
790,634.6666666666666,1154.6666666666667,565.3333333333334,1749.3333333333333,6632.0
791,640.0,1157.3333333333333,565.3333333333334,1760.0,6618.666666666667
792,645.3333333333334,1162.6666666666667,562.6666666666666,1773.3333333333333,6605.333333333333
793,648.0,1165.3333333333333,562.6666666666666,1786.6666666666667,6592.0
794,653.3333333333334,1168.0,565.3333333333334,1800.0,6581.333333333333
795,656.0,1170.6666666666667,562.6666666666666,1810.6666666666667,6570.666666666667
796,661.3333333333334,1173.3333333333333,560.0,1824.0,6557.333333333333
797,669.3333333333334,1178.6666666666667,562.6666666666666,1834.6666666666667,6544.0
798,672.0,1184.0,560.0,1845.3333333333333,6533.333333333333
799,677.3333333333334,1186.6666666666667,560.0,1856.0,6520.0
800,680.0,1192.0,560.0,1869.3333333333333,6509.333333333333
801,685.3333333333334,1194.6666666666667,562.6666666666666,1882.6666666666667,6498.666666666667
802,690.6666666666666,1197.3333333333333,562.6666666666666,1896.0,6485.333333333333
803,696.0,1202.6666666666667,562.6666666666666,1909.3333333333333,6472.0
804,701.3333333333334,1205.3333333333333,562.6666666666666,1922.6666666666667,6461.333333333333
805,706.6666666666666,1210.6666666666667,562.6666666666666,1936.0,6450.666666666667
806,712.0,1216.0,565.3333333333334,1946.6666666666667,6437.333333333333
807,717.3333333333334,1218.6666666666667,565.3333333333334,1960.0,6424.0
808,720.0,1224.0,568.0,1973.3333333333333,6410.666666666667
809,725.3333333333334,1229.3333333333333,568.0,1984.0,6397.333333333333
810,728.0,1232.0,570.6666666666666,1997.3333333333333,6384.0
811,733.3333333333334,1237.3333333333333,570.6666666666666,2010.6666666666667,6376.0
812,738.6666666666666,1242.6666666666667,570.6666666666666,2021.3333333333333,6362.666666666667
813,744.0,1248.0,570.6666666666666,2029.3333333333333,6349.333333333333
814,749.3333333333334,1253.3333333333333,570.6666666666666,2042.6666666666667,6338.666666666667
815,754.6666666666666,1256.0,573.3333333333334,2056.0,6328.0
816,760.0,1258.6666666666667,576.0,2072.0,6314.666666666667
817,762.6666666666666,1261.3333333333333,576.0,2080.0,6304.0
818,768.0,1264.0,576.0,2090.6666666666665,6290.666666666667
819,773.3333333333334,1272.0,576.0,2104.0,6280.0
820,776.0,1280.0,578.6666666666666,2117.3333333333335,6266.666666666667
821,781.3333333333334,1285.3333333333333,581.3333333333334,2128.0,6253.333333333333
822,784.0,1290.6666666666667,584.0,2138.6666666666665,6240.0
823,792.0,1296.0,584.0,2152.0,6226.666666666667
824,797.3333333333334,1301.3333333333333,584.0,2165.3333333333335,6216.0
825,802.6666666666666,1306.6666666666667,586.6666666666666,2181.3333333333335,6202.666666666667
826,810.6666666666666,1312.0,589.3333333333334,2194.6666666666665,6192.0
827,813.3333333333334,1317.3333333333333,589.3333333333334,2208.0,6178.666666666667
828,818.6666666666666,1322.6666666666667,589.3333333333334,2221.3333333333335,6162.666666666667
829,824.0,1328.0,589.3333333333334,2232.0,6149.333333333333
830,829.3333333333334,1330.6666666666667,589.3333333333334,2245.3333333333335,6136.0
831,834.6666666666666,1336.0,589.3333333333334,2258.6666666666665,6122.666666666667
832,837.3333333333334,1341.3333333333333,589.3333333333334,2272.0,6112.0
833,842.6666666666666,1346.6666666666667,589.3333333333334,2285.3333333333335,6098.666666666667
834,848.0,1354.6666666666667,589.3333333333334,2298.6666666666665,6088.0
835,853.3333333333334,1362.6666666666667,589.3333333333334,2309.3333333333335,6074.666666666667
836,858.6666666666666,1368.0,586.6666666666666,2320.0,6061.333333333333
837,864.0,1376.0,586.6666666666666,2333.3333333333335,6048.0
838,872.0,1381.3333333333333,584.0,2346.6666666666665,6037.333333333333
839,877.3333333333334,1386.6666666666667,584.0,2360.0,6026.666666666667
840,882.6666666666666,1392.0,581.3333333333334,2373.3333333333335,6016.0
841,888.0,1397.3333333333333,581.3333333333334,2386.6666666666665,6000.0
842,893.3333333333334,1402.6666666666667,581.3333333333334,2400.0,5989.333333333333
843,898.6666666666666,1408.0,581.3333333333334,2416.0,5978.666666666667
844,904.0,1413.3333333333333,581.3333333333334,2426.6666666666665,5965.333333333333
845,909.3333333333334,1418.6666666666667,581.3333333333334,2440.0,5949.333333333333
846,914.6666666666666,1424.0,581.3333333333334,2450.6666666666665,5936.0
847,920.0,1429.3333333333333,581.3333333333334,2466.6666666666665,5920.0
848,922.6666666666666,1437.3333333333333,581.3333333333334,2482.6666666666665,5906.666666666667
849,928.0,1440.0,581.3333333333334,2493.3333333333335,5893.333333333333
850,936.0,1442.6666666666667,578.6666666666666,2504.0,5882.666666666667
851,941.3333333333334,1448.0,578.6666666666666,2517.3333333333335,5869.333333333333
852,949.3333333333334,1450.6666666666667,578.6666666666666,2528.0,5856.0
853,952.0,1453.3333333333333,578.6666666666666,2538.6666666666665,5842.666666666667
854,957.3333333333334,1458.6666666666667,576.0,2549.3333333333335,5826.666666666667
855,960.0,1464.0,576.0,2560.0,5813.333333333333
856,962.6666666666666,1469.3333333333333,576.0,2570.6666666666665,5800.0
857,968.0,1474.6666666666667,576.0,2581.3333333333335,5789.333333333333
858,973.3333333333334,1480.0,578.6666666666666,2592.0,5778.666666666667
859,978.6666666666666,1485.3333333333333,578.6666666666666,2602.6666666666665,5765.333333333333
860,984.0,1490.6666666666667,578.6666666666666,2610.6666666666665,5752.0
861,986.6666666666666,1496.0,578.6666666666666,2621.3333333333335,5738.666666666667
862,992.0,1501.3333333333333,578.6666666666666,2632.0,5725.333333333333
863,994.6666666666666,1506.6666666666667,578.6666666666666,2642.6666666666665,5714.666666666667
864,997.3333333333334,1509.3333333333333,578.6666666666666,2656.0,5701.333333333333
865,1002.6666666666666,1514.6666666666667,578.6666666666666,2666.6666666666665,5690.666666666667
866,1005.3333333333334,1517.3333333333333,581.3333333333334,2677.3333333333335,5680.0
867,1008.0,1520.0,581.3333333333334,2685.3333333333335,5666.666666666667
868,1010.6666666666666,1525.3333333333333,584.0,2696.0,5653.333333333333
869,1013.3333333333334,1530.6666666666667,584.0,2706.6666666666665,5637.333333333333
870,1018.6666666666666,1536.0,586.6666666666666,2717.3333333333335,5621.333333333333
871,1021.3333333333334,1541.3333333333333,586.6666666666666,2728.0,5608.0
872,1024.0,1544.0,586.6666666666666,2738.6666666666665,5594.666666666667
873,1029.3333333333333,1549.3333333333333,586.6666666666666,2749.3333333333335,5584.0
874,1032.0,1554.6666666666667,586.6666666666666,2760.0,5570.666666666667
875,1037.3333333333333,1560.0,586.6666666666666,2768.0,5557.333333333333
876,1042.6666666666667,1565.3333333333333,586.6666666666666,2778.6666666666665,5544.0
877,1045.3333333333333,1570.6666666666667,586.6666666666666,2792.0,5530.666666666667
878,1050.6666666666667,1576.0,586.6666666666666,2800.0,5517.333333333333
879,1053.3333333333333,1584.0,586.6666666666666,2810.6666666666665,5504.0
880,1056.0,1592.0,589.3333333333334,2821.3333333333335,5490.666666666667
881,1058.6666666666667,1597.3333333333333,589.3333333333334,2834.6666666666665,5480.0
882,1061.3333333333333,1602.6666666666667,592.0,2848.0,5469.333333333333
883,1066.6666666666667,1608.0,592.0,2858.6666666666665,5456.0
884,1069.3333333333333,1613.3333333333333,592.0,2872.0,5442.666666666667
885,1074.6666666666667,1616.0,592.0,2885.3333333333335,5429.333333333333
886,1077.3333333333333,1618.6666666666667,592.0,2898.6666666666665,5416.0
887,1080.0,1624.0,589.3333333333334,2912.0,5402.666666666667
888,1082.6666666666667,1629.3333333333333,589.3333333333334,2925.3333333333335,5392.0
889,1088.0,1634.6666666666667,589.3333333333334,2938.6666666666665,5381.333333333333
890,1093.3333333333333,1640.0,589.3333333333334,2952.0,5368.0
891,1098.6666666666667,1648.0,589.3333333333334,2962.6666666666665,5354.666666666667
892,1104.0,1653.3333333333333,589.3333333333334,2976.0,5341.333333333333
893,1109.3333333333333,1656.0,589.3333333333334,2989.3333333333335,5328.0
894,1114.6666666666667,1661.3333333333333,589.3333333333334,3000.0,5314.666666666667
895,1117.3333333333333,1666.6666666666667,589.3333333333334,3013.3333333333335,5301.333333333333
896,1122.6666666666667,1672.0,589.3333333333334,3024.0,5290.666666666667
897,1128.0,1680.0,589.3333333333334,3037.3333333333335,5280.0
898,1136.0,1685.3333333333333,589.3333333333334,3048.0,5266.666666666667
899,1141.3333333333333,1690.6666666666667,589.3333333333334,3058.6666666666665,5253.333333333333
900,1144.0,1696.0,589.3333333333334,3072.0,5242.666666666667
901,1149.3333333333333,1701.3333333333333,589.3333333333334,3085.3333333333335,5229.333333333333
902,1154.6666666666667,1709.3333333333333,589.3333333333334,3098.6666666666665,5216.0
903,1157.3333333333333,1714.6666666666667,589.3333333333334,3112.0,5200.0
904,1162.6666666666667,1720.0,589.3333333333334,3125.3333333333335,5189.333333333333
905,1168.0,1725.3333333333333,589.3333333333334,3138.6666666666665,5181.333333333333
906,1173.3333333333333,1730.6666666666667,589.3333333333334,3149.3333333333335,5168.0
907,1181.3333333333333,1736.0,589.3333333333334,3157.3333333333335,5154.666666666667
908,1186.6666666666667,1738.6666666666667,589.3333333333334,3170.6666666666665,5141.333333333333
909,1192.0,1741.3333333333333,589.3333333333334,3181.3333333333335,5128.0
910,1197.3333333333333,1746.6666666666667,589.3333333333334,3194.6666666666665,5114.666666666667
911,1202.6666666666667,1749.3333333333333,589.3333333333334,3205.3333333333335,5101.333333333333
912,1208.0,1754.6666666666667,586.6666666666666,3216.0,5088.0
913,1213.3333333333333,1762.6666666666667,586.6666666666666,3226.6666666666665,5077.333333333333
914,1218.6666666666667,1765.3333333333333,589.3333333333334,3234.6666666666665,5064.0
915,1224.0,1773.3333333333333,589.3333333333334,3242.6666666666665,5050.666666666667
916,1229.3333333333333,1778.6666666666667,589.3333333333334,3253.3333333333335,5037.333333333333
917,1234.6666666666667,1784.0,592.0,3264.0,5024.0
918,1240.0,1789.3333333333333,592.0,3274.6666666666665,5010.666666666667
919,1242.6666666666667,1794.6666666666667,592.0,3285.3333333333335,4997.333333333333
920,1245.3333333333333,1800.0,592.0,3296.0,4986.666666666667
921,1248.0,1802.6666666666667,592.0,3306.6666666666665,4976.0
922,1253.3333333333333,1808.0,592.0,3314.6666666666665,4962.666666666667
923,1258.6666666666667,1813.3333333333333,592.0,3322.6666666666665,4949.333333333333
924,1261.3333333333333,1818.6666666666667,592.0,3330.6666666666665,4936.0
925,1266.6666666666667,1821.3333333333333,589.3333333333334,3341.3333333333335,4922.666666666667
926,1269.3333333333333,1829.3333333333333,589.3333333333334,3354.6666666666665,4909.333333333333
927,1274.6666666666667,1832.0,589.3333333333334,3365.3333333333335,4898.666666666667
928,1277.3333333333333,1837.3333333333333,589.3333333333334,3376.0,4888.0
929,1282.6666666666667,1840.0,589.3333333333334,3386.6666666666665,4880.0
930,1288.0,1845.3333333333333,589.3333333333334,3394.6666666666665,4866.666666666667
931,1293.3333333333333,1850.6666666666667,589.3333333333334,3402.6666666666665,4856.0
932,1298.6666666666667,1856.0,589.3333333333334,3410.6666666666665,4845.333333333333
933,1304.0,1861.3333333333333,589.3333333333334,3421.3333333333335,4834.666666666667
934,1309.3333333333333,1866.6666666666667,589.3333333333334,3432.0,4821.333333333333
935,1314.6666666666667,1872.0,589.3333333333334,3442.6666666666665,4808.0
936,1320.0,1877.3333333333333,589.3333333333334,3453.3333333333335,4800.0
937,1322.6666666666667,1882.6666666666667,589.3333333333334,3461.3333333333335,4789.333333333333
938,1325.3333333333333,1890.6666666666667,589.3333333333334,3469.3333333333335,4778.666666666667
939,1328.0,1896.0,589.3333333333334,3480.0,4765.333333333333
940,1330.6666666666667,1898.6666666666667,589.3333333333334,3490.6666666666665,4754.666666666667
941,1333.3333333333333,1904.0,589.3333333333334,3501.3333333333335,4744.0
942,1338.6666666666667,1912.0,589.3333333333334,3509.3333333333335,4733.333333333333
943,1344.0,1917.3333333333333,589.3333333333334,3520.0,4722.666666666667
944,1349.3333333333333,1922.6666666666667,589.3333333333334,3530.6666666666665,4714.666666666667
945,1357.3333333333333,1928.0,589.3333333333334,3541.3333333333335,4704.0
946,1362.6666666666667,1936.0,589.3333333333334,3549.3333333333335,4693.333333333333
947,1368.0,1938.6666666666667,589.3333333333334,3557.3333333333335,4682.666666666667
948,1373.3333333333333,1944.0,589.3333333333334,3565.3333333333335,4672.0
949,1378.6666666666667,1949.3333333333333,589.3333333333334,3573.3333333333335,4658.666666666667
950,1384.0,1954.6666666666667,589.3333333333334,3581.3333333333335,4648.0
951,1389.3333333333333,1960.0,589.3333333333334,3592.0,4637.333333333333
952,1392.0,1965.3333333333333,589.3333333333334,3602.6666666666665,4629.333333333333
953,1394.6666666666667,1970.6666666666667,589.3333333333334,3613.3333333333335,4621.333333333333
954,1400.0,1976.0,589.3333333333334,3624.0,4610.666666666667
955,1402.6666666666667,1981.3333333333333,592.0,3632.0,4600.0
956,1410.6666666666667,1984.0,592.0,3640.0,4589.333333333333
957,1413.3333333333333,1989.3333333333333,592.0,3650.6666666666665,4576.0
958,1418.6666666666667,1994.6666666666667,592.0,3661.3333333333335,4565.333333333333
959,1424.0,2002.6666666666667,594.6666666666666,3669.3333333333335,4554.666666666667
960,1429.3333333333333,2008.0,594.6666666666666,3680.0,4544.0
961,1434.6666666666667,2013.3333333333333,592.0,3688.0,4533.333333333333
962,1440.0,2018.6666666666667,592.0,3696.0,4522.666666666667
963,1442.6666666666667,2021.3333333333333,592.0,3704.0,4512.0
964,1448.0,2026.6666666666667,592.0,3712.0,4501.333333333333
965,1450.6666666666667,2032.0,592.0,3720.0,4490.666666666667
966,1453.3333333333333,2040.0,592.0,3728.0,4480.0
967,1461.3333333333333,2045.3333333333333,592.0,3738.6666666666665,4472.0
968,1466.6666666666667,2048.0,592.0,3746.6666666666665,4461.333333333333
969,1472.0,2053.3333333333335,592.0,3754.6666666666665,4456.0
970,1477.3333333333333,2058.6666666666665,592.0,3762.6666666666665,4448.0
971,1482.6666666666667,2064.0,592.0,3770.6666666666665,4437.333333333333
972,1488.0,2069.3333333333335,592.0,3781.3333333333335,4426.666666666667
973,1493.3333333333333,2072.0,592.0,3789.3333333333335,4416.0
974,1498.6666666666667,2080.0,592.0,3797.3333333333335,4405.333333333333
975,1501.3333333333333,2082.6666666666665,592.0,3805.3333333333335,4397.333333333333
976,1506.6666666666667,2088.0,592.0,3813.3333333333335,4389.333333333333
977,1509.3333333333333,2096.0,594.6666666666666,3821.3333333333335,4381.333333333333
978,1514.6666666666667,2098.6666666666665,594.6666666666666,3829.3333333333335,4373.333333333333
979,1520.0,2104.0,594.6666666666666,3837.3333333333335,4365.333333333333
980,1525.3333333333333,2109.3333333333335,597.3333333333334,3848.0,4354.666666666667
981,1530.6666666666667,2114.6666666666665,597.3333333333334,3853.3333333333335,4346.666666666667
982,1536.0,2120.0,597.3333333333334,3861.3333333333335,4336.0
983,1541.3333333333333,2125.3333333333335,597.3333333333334,3869.3333333333335,4325.333333333333
984,1546.6666666666667,2130.6666666666665,597.3333333333334,3877.3333333333335,4317.333333333333
985,1554.6666666666667,2136.0,597.3333333333334,3882.6666666666665,4309.333333333333
986,1557.3333333333333,2141.3333333333335,597.3333333333334,3890.6666666666665,4301.333333333333
987,1565.3333333333333,2146.6666666666665,597.3333333333334,3896.0,4296.0
988,1568.0,2152.0,597.3333333333334,3901.3333333333335,4288.0
989,1570.6666666666667,2154.6666666666665,594.6666666666666,3909.3333333333335,4280.0
990,1573.3333333333333,2160.0,594.6666666666666,3914.6666666666665,4274.666666666667
991,1578.6666666666667,2165.3333333333335,597.3333333333334,3922.6666666666665,4266.666666666667
992,1584.0,2170.6666666666665,600.0,3930.6666666666665,4261.333333333333
993,1592.0,2178.6666666666665,600.0,3936.0,4253.333333333333
994,1597.3333333333333,2184.0,602.6666666666666,3944.0,4245.333333333333
995,1600.0,2189.3333333333335,602.6666666666666,3952.0,4237.333333333333
996,1602.6666666666667,2192.0,602.6666666666666,3960.0,4229.333333333333
997,1605.3333333333333,2197.3333333333335,602.6666666666666,3968.0,4221.333333333333
998,1613.3333333333333,2202.6666666666665,602.6666666666666,3976.0,4216.0
999,1618.6666666666667,2208.0,602.6666666666666,3984.0,4208.0
1000,1624.0,2213.3333333333335,602.6666666666666,3989.3333333333335,4200.0
1001,1629.3333333333333,2218.6666666666665,602.6666666666666,3994.6666666666665,4192.0
1002,1629.3333333333333,2221.3333333333335,605.3333333333334,4000.0,4186.666666666667
1003,1632.0,2226.6666666666665,605.3333333333334,4008.0,4178.666666666667
1004,1634.6666666666667,2232.0,605.3333333333334,4013.3333333333335,4170.666666666667
1005,1637.3333333333333,2240.0,605.3333333333334,4018.6666666666665,4162.666666666667
1006,1642.6666666666667,2245.3333333333335,605.3333333333334,4024.0,4154.666666666667
1007,1650.6666666666667,2248.0,602.6666666666666,4029.3333333333335,4146.666666666667
1008,1656.0,2256.0,602.6666666666666,4037.3333333333335,4136.0
1009,1658.6666666666667,2261.3333333333335,602.6666666666666,4045.3333333333335,4130.666666666667
1010,1664.0,2264.0,600.0,4050.6666666666665,4122.666666666667
1011,1669.3333333333333,2269.3333333333335,600.0,4058.6666666666665,4114.666666666667
1012,1674.6666666666667,2274.6666666666665,600.0,4064.0,4109.333333333333
1013,1680.0,2280.0,600.0,4069.3333333333335,4101.333333333333
1014,1688.0,2285.3333333333335,602.6666666666666,4074.6666666666665,4096.0
1015,1690.6666666666667,2290.6666666666665,602.6666666666666,4082.6666666666665,4088.0
1016,1696.0,2296.0,602.6666666666666,4088.0,4082.6666666666665
1017,1698.6666666666667,2301.3333333333335,602.6666666666666,4093.3333333333335,4074.6666666666665
1018,1704.0,2304.0,602.6666666666666,4098.666666666667,4066.6666666666665
1019,1709.3333333333333,2312.0,602.6666666666666,4104.0,4058.6666666666665
1020,1714.6666666666667,2317.3333333333335,602.6666666666666,4112.0,4050.6666666666665
1021,1720.0,2322.6666666666665,602.6666666666666,4117.333333333333,4045.3333333333335
1022,1725.3333333333333,2325.3333333333335,600.0,4122.666666666667,4037.3333333333335
1023,1730.6666666666667,2328.0,600.0,4128.0,4032.0
1024,1736.0,2333.3333333333335,597.3333333333334,4133.333333333333,4026.6666666666665
1025,1744.0,2338.6666666666665,597.3333333333334,4136.0,4018.6666666666665
1026,1749.3333333333333,2344.0,600.0,4141.333333333333,4013.3333333333335
1027,1754.6666666666667,2349.3333333333335,600.0,4146.666666666667,4005.3333333333335
1028,1757.3333333333333,2354.6666666666665,600.0,4152.0,3997.3333333333335
1029,1762.6666666666667,2360.0,602.6666666666666,4154.666666666667,3989.3333333333335
1030,1768.0,2365.3333333333335,605.3333333333334,4160.0,3981.3333333333335
1031,1773.3333333333333,2370.6666666666665,605.3333333333334,4162.666666666667,3976.0
1032,1781.3333333333333,2376.0,602.6666666666666,4168.0,3968.0
1033,1789.3333333333333,2381.3333333333335,602.6666666666666,4170.666666666667,3962.6666666666665
1034,1797.3333333333333,2384.0,602.6666666666666,4176.0,3957.3333333333335
1035,1802.6666666666667,2386.6666666666665,602.6666666666666,4181.333333333333,3952.0
1036,1805.3333333333333,2389.3333333333335,602.6666666666666,4186.666666666667,3946.6666666666665
1037,1808.0,2394.6666666666665,602.6666666666666,4192.0,3941.3333333333335
1038,1810.6666666666667,2397.3333333333335,602.6666666666666,4194.666666666667,3938.6666666666665
1039,1816.0,2400.0,602.6666666666666,4197.333333333333,3933.3333333333335
1040,1821.3333333333333,2405.3333333333335,602.6666666666666,4200.0,3930.6666666666665
1041,1824.0,2408.0,602.6666666666666,4205.333333333333,3925.3333333333335
1042,1826.6666666666667,2413.3333333333335,602.6666666666666,4210.666666666667,3920.0
1043,1829.3333333333333,2416.0,602.6666666666666,4216.0,3917.3333333333335
1044,1832.0,2421.3333333333335,600.0,4221.333333333333,3912.0
1045,1837.3333333333333,2424.0,600.0,4226.666666666667,3909.3333333333335
1046,1842.6666666666667,2429.3333333333335,600.0,4232.0,3904.0
1047,1848.0,2432.0,602.6666666666666,4237.333333333333,3898.6666666666665
1048,1853.3333333333333,2437.3333333333335,602.6666666666666,4242.666666666667,3893.3333333333335
1049,1858.6666666666667,2440.0,602.6666666666666,4248.0,3888.0
1050,1864.0,2442.6666666666665,602.6666666666666,4250.666666666667,3882.6666666666665
1051,1866.6666666666667,2445.3333333333335,602.6666666666666,4256.0,3877.3333333333335
1052,1869.3333333333333,2448.0,602.6666666666666,4261.333333333333,3872.0
1053,1872.0,2453.3333333333335,602.6666666666666,4266.666666666667,3866.6666666666665
1054,1874.6666666666667,2456.0,602.6666666666666,4269.333333333333,3861.3333333333335
1055,1877.3333333333333,2458.6666666666665,602.6666666666666,4274.666666666667,3858.6666666666665
1056,1882.6666666666667,2461.3333333333335,602.6666666666666,4277.333333333333,3853.3333333333335
1057,1885.3333333333333,2464.0,605.3333333333334,4280.0,3850.6666666666665
1058,1888.0,2466.6666666666665,605.3333333333334,4282.666666666667,3845.3333333333335
1059,1890.6666666666667,2469.3333333333335,602.6666666666666,4288.0,3842.6666666666665
1060,1896.0,2474.6666666666665,602.6666666666666,4293.333333333333,3840.0
1061,1898.6666666666667,2480.0,602.6666666666666,4298.666666666667,3834.6666666666665
1062,1904.0,2485.3333333333335,602.6666666666666,4304.0,3829.3333333333335
1063,1909.3333333333333,2490.6666666666665,602.6666666666666,4306.666666666667,3824.0
1064,1912.0,2496.0,602.6666666666666,4312.0,3821.3333333333335
1065,1917.3333333333333,2498.6666666666665,602.6666666666666,4317.333333333333,3818.6666666666665
1066,1922.6666666666667,2504.0,602.6666666666666,4322.666666666667,3813.3333333333335
1067,1928.0,2509.3333333333335,602.6666666666666,4328.0,3808.0
1068,1936.0,2514.6666666666665,605.3333333333334,4333.333333333333,3802.6666666666665
1069,1941.3333333333333,2520.0,608.0,4338.666666666667,3797.3333333333335
1070,1946.6666666666667,2525.3333333333335,608.0,4344.0,3792.0
1071,1952.0,2530.6666666666665,608.0,4346.666666666667,3786.6666666666665
1072,1960.0,2533.3333333333335,608.0,4349.333333333333,3781.3333333333335
1073,1965.3333333333333,2538.6666666666665,610.6666666666666,4354.666666666667,3776.0
1074,1968.0,2544.0,610.6666666666666,4357.333333333333,3768.0
1075,1970.6666666666667,2552.0,610.6666666666666,4360.0,3760.0
1076,1976.0,2554.6666666666665,610.6666666666666,4362.666666666667,3752.0
1077,1981.3333333333333,2560.0,608.0,4365.333333333333,3746.6666666666665
1078,1986.6666666666667,2562.6666666666665,608.0,4368.0,3741.3333333333335
1079,1992.0,2568.0,610.6666666666666,4370.666666666667,3736.0
1080,1994.6666666666667,2570.6666666666665,610.6666666666666,4376.0,3730.6666666666665
1081,2000.0,2576.0,610.6666666666666,4381.333333333333,3725.3333333333335
1082,2005.3333333333333,2584.0,610.6666666666666,4386.666666666667,3720.0
1083,2010.6666666666667,2589.3333333333335,610.6666666666666,4392.0,3714.6666666666665
1084,2016.0,2594.6666666666665,610.6666666666666,4397.333333333333,3709.3333333333335
1085,2021.3333333333333,2600.0,613.3333333333334,4402.666666666667,3704.0
1086,2026.6666666666667,2605.3333333333335,610.6666666666666,4408.0,3698.6666666666665
1087,2032.0,2610.6666666666665,608.0,4413.333333333333,3690.6666666666665
1088,2037.3333333333333,2616.0,608.0,4421.333333333333,3688.0
1089,2042.6666666666667,2621.3333333333335,608.0,4426.666666666667,3682.6666666666665
1090,2045.3333333333333,2624.0,605.3333333333334,4429.333333333333,3677.3333333333335
1091,2053.3333333333335,2626.6666666666665,608.0,4437.333333333333,3672.0
1092,2058.6666666666665,2629.3333333333335,608.0,4440.0,3666.6666666666665
