TimeUs,Urg (Ch1),Ugen,Ugs (Ch2),Urn (Ch3),Uds (Ch4)
318,637.3333333333334,1117.3333333333333,554.6666666666666,1440.0,6477.333333333333
319,632.0,1114.6666666666667,552.0,1426.6666666666667,6490.666666666667
320,626.6666666666666,1112.0,552.0,1416.0,6504.0
321,621.3333333333334,1106.6666666666667,552.0,1408.0,6520.0
322,616.0,1104.0,552.0,1394.6666666666667,6536.0
323,610.6666666666666,1101.3333333333333,549.3333333333334,1384.0,6549.333333333333
324,605.3333333333334,1096.0,552.0,1370.6666666666667,6562.666666666667
325,602.6666666666666,1090.6666666666667,552.0,1357.3333333333333,6576.0
326,594.6666666666666,1085.3333333333333,552.0,1344.0,6586.666666666667
327,589.3333333333334,1080.0,552.0,1330.6666666666667,6597.333333333333
328,584.0,1074.6666666666667,549.3333333333334,1320.0,6610.666666666667
329,578.6666666666666,1069.3333333333333,549.3333333333334,1312.0,6626.666666666667
330,573.3333333333334,1066.6666666666667,552.0,1301.3333333333333,6640.0
331,568.0,1061.3333333333333,552.0,1290.6666666666667,6650.666666666667
332,562.6666666666666,1056.0,552.0,1277.3333333333333,6664.0
333,557.3333333333334,1050.6666666666667,549.3333333333334,1266.6666666666667,6677.333333333333
334,554.6666666666666,1045.3333333333333,552.0,1250.6666666666667,6688.0
335,549.3333333333334,1040.0,554.6666666666666,1240.0,6701.333333333333
336,544.0,1037.3333333333333,554.6666666666666,1234.6666666666667,6714.666666666667
337,538.6666666666666,1032.0,552.0,1224.0,6728.0
338,533.3333333333334,1029.3333333333333,552.0,1213.3333333333333,6741.333333333333
339,528.0,1024.0,549.3333333333334,1200.0,6752.0
340,525.3333333333334,1018.6666666666666,549.3333333333334,1189.3333333333333,6765.333333333333
341,520.0,1013.3333333333334,549.3333333333334,1178.6666666666667,6778.666666666667
342,517.3333333333334,1010.6666666666666,546.6666666666666,1168.0,6789.333333333333
343,509.3333333333333,1005.3333333333334,544.0,1157.3333333333333,6800.0
344,506.6666666666667,1000.0,544.0,1146.6666666666667,6813.333333333333
345,501.3333333333333,994.6666666666666,546.6666666666666,1138.6666666666667,6826.666666666667
346,498.6666666666667,989.3333333333334,546.6666666666666,1128.0,6837.333333333333
347,496.0,984.0,544.0,1117.3333333333333,6848.0
348,490.6666666666667,981.3333333333334,541.3333333333334,1106.6666666666667,6858.666666666667
349,488.0,976.0,541.3333333333334,1098.6666666666667,6869.333333333333
350,482.6666666666667,970.6666666666666,541.3333333333334,1090.6666666666667,6882.666666666667
351,477.3333333333333,965.3333333333334,538.6666666666666,1082.6666666666667,6893.333333333333
352,472.0,960.0,538.6666666666666,1077.3333333333333,6906.666666666667
353,466.6666666666667,954.6666666666666,541.3333333333334,1066.6666666666667,6920.0
354,461.3333333333333,952.0,538.6666666666666,1053.3333333333333,6933.333333333333
355,456.0,949.3333333333334,536.0,1040.0,6946.666666666667
356,453.3333333333333,944.0,536.0,1029.3333333333333,6962.666666666667
357,450.6666666666667,938.6666666666666,538.6666666666666,1016.0,6973.333333333333
358,448.0,936.0,538.6666666666666,1002.6666666666666,6984.0
359,445.3333333333333,930.6666666666666,541.3333333333334,989.3333333333334,6994.666666666667
360,442.6666666666667,925.3333333333334,538.6666666666666,981.3333333333334,7002.666666666667
361,440.0,922.6666666666666,536.0,970.6666666666666,7013.333333333333
362,437.3333333333333,920.0,538.6666666666666,960.0,7024.0
363,434.6666666666667,914.6666666666666,538.6666666666666,946.6666666666666,7032.0
364,432.0,909.3333333333334,536.0,938.6666666666666,7042.666666666667
365,426.6666666666667,904.0,536.0,925.3333333333334,7050.666666666667
366,421.3333333333333,898.6666666666666,536.0,909.3333333333334,7058.666666666667
367,416.0,893.3333333333334,536.0,898.6666666666666,7072.0
368,410.6666666666667,888.0,536.0,888.0,7085.333333333333
369,405.3333333333333,885.3333333333334,538.6666666666666,877.3333333333334,7098.666666666667
370,400.0,880.0,541.3333333333334,864.0,7112.0
371,394.6666666666667,874.6666666666666,544.0,850.6666666666666,7125.333333333333
372,389.3333333333333,866.6666666666666,544.0,834.6666666666666,7138.666666666667
373,386.6666666666667,861.3333333333334,544.0,818.6666666666666,7149.333333333333
374,381.3333333333333,856.0,541.3333333333334,808.0,7160.0
375,378.6666666666667,850.6666666666666,538.6666666666666,794.6666666666666,7173.333333333333
376,373.3333333333333,848.0,538.6666666666666,781.3333333333334,7186.666666666667
377,368.0,842.6666666666666,538.6666666666666,768.0,7200.0
378,365.3333333333333,837.3333333333334,538.6666666666666,754.6666666666666,7216.0
379,360.0,832.0,538.6666666666666,738.6666666666666,7232.0
380,357.3333333333333,824.0,538.6666666666666,722.6666666666666,7245.333333333333
381,352.0,818.6666666666666,538.6666666666666,706.6666666666666,7258.666666666667
