TimeUs,Urg (Ch1),Ugen,Ugs (Ch2),Urn (Ch3),Uds (Ch4)
74,1480.0,2128.0,760.0,7501.333333333333,282.0
75,1474.6666666666667,2122.6666666666665,760.0,7498.666666666667,282.0
76,1466.6666666666667,2117.3333333333335,760.0,7496.0,284.6666666666667
77,1458.6666666666667,2112.0,760.0,7493.333333333333,284.6666666666667
78,1450.6666666666667,2106.6666666666665,760.0,7488.0,284.6666666666667
79,1445.3333333333333,2101.3333333333335,760.0,7488.0,284.6666666666667
80,1437.3333333333333,2093.3333333333335,760.0,7485.333333333333,284.6666666666667
81,1432.0,2088.0,760.0,7482.666666666667,287.3333333333333
82,1429.3333333333333,2085.3333333333335,760.0,7480.0,290.0
83,1426.6666666666667,2080.0,760.0,7477.333333333333,292.6666666666667
84,1421.3333333333333,2074.6666666666665,760.0,7474.666666666667,295.3333333333333
85,1418.6666666666667,2069.3333333333335,760.0,7472.0,300.6666666666667
86,1413.3333333333333,2064.0,760.0,7469.333333333333,303.3333333333333
87,1408.0,2058.6666666666665,757.3333333333334,7469.333333333333,306.0
88,1402.6666666666667,2053.3333333333335,757.3333333333334,7466.666666666667,308.6666666666667
89,1397.3333333333333,2048.0,757.3333333333334,7464.0,311.3333333333333
90,1392.0,2042.6666666666667,757.3333333333334,7461.333333333333,311.3333333333333
91,1386.6666666666667,2037.3333333333333,757.3333333333334,7458.666666666667,316.6666666666667
92,1381.3333333333333,2032.0,757.3333333333334,7453.333333333333,319.3333333333333
93,1376.0,2026.6666666666667,757.3333333333334,7448.0,322.0
94,1370.6666666666667,2018.6666666666667,757.3333333333334,7442.666666666667,324.6666666666667
95,1365.3333333333333,2013.3333333333333,757.3333333333334,7437.333333333333,327.3333333333333
96,1360.0,2008.0,757.3333333333334,7432.0,330.0
97,1354.6666666666667,2002.6666666666667,757.3333333333334,7432.0,335.3333333333333
98,1352.0,2000.0,757.3333333333334,7432.0,338.0
99,1349.3333333333333,1997.3333333333333,757.3333333333334,7426.666666666667,340.6666666666667
100,1344.0,1992.0,757.3333333333334,7424.0,343.3333333333333
101,1338.6666666666667,1986.6666666666667,757.3333333333334,7418.666666666667,346.0
102,1333.3333333333333,1981.3333333333333,757.3333333333334,7416.0,351.3333333333333
103,1328.0,1976.0,757.3333333333334,7413.333333333333,356.6666666666667
104,1322.6666666666667,1970.6666666666667,757.3333333333334,7410.666666666667,362.0
105,1317.3333333333333,1965.3333333333333,757.3333333333334,7408.0,367.3333333333333
106,1312.0,1960.0,757.3333333333334,7405.333333333333,372.6666666666667
107,1306.6666666666667,1954.6666666666667,757.3333333333334,7402.666666666667,375.3333333333333
108,1301.3333333333333,1949.3333333333333,757.3333333333334,7400.0,380.6666666666667
109,1298.6666666666667,1941.3333333333333,757.3333333333334,7394.666666666667,386.0
110,1293.3333333333333,1936.0,757.3333333333334,7392.0,391.3333333333333
111,1288.0,1930.6666666666667,757.3333333333334,7389.333333333333,394.0
112,1282.6666666666667,1925.3333333333333,757.3333333333334,7386.666666666667,396.6666666666667
113,1277.3333333333333,1922.6666666666667,757.3333333333334,7384.0,399.3333333333333
114,1272.0,1917.3333333333333,757.3333333333334,7381.333333333333,402.0
115,1266.6666666666667,1912.0,757.3333333333334,7378.666666666667,404.6666666666667
116,1261.3333333333333,1904.0,754.6666666666666,7376.0,407.3333333333333
117,1253.3333333333333,1898.6666666666667,757.3333333333334,7370.666666666667,410.0
118,1248.0,1893.3333333333333,757.3333333333334,7365.333333333333,412.6666666666667
119,1242.6666666666667,1890.6666666666667,757.3333333333334,7360.0,415.3333333333333
120,1240.0,1885.3333333333333,757.3333333333334,7354.666666666667,423.3333333333333
121,1237.3333333333333,1880.0,757.3333333333334,7352.0,426.0
122,1232.0,1874.6666666666667,757.3333333333334,7349.333333333333,428.6666666666667
123,1229.3333333333333,1866.6666666666667,757.3333333333334,7346.666666666667,431.3333333333333
124,1224.0,1864.0,757.3333333333334,7344.0,436.6666666666667
125,1218.6666666666667,1858.6666666666667,757.3333333333334,7341.333333333333,442.0
126,1213.3333333333333,1853.3333333333333,757.3333333333334,7338.666666666667,447.3333333333333
127,1208.0,1848.0,757.3333333333334,7333.333333333333,450.0
128,1202.6666666666667,1842.6666666666667,757.3333333333334,7328.0,455.3333333333333
129,1197.3333333333333,1837.3333333333333,757.3333333333334,7325.333333333333,460.6666666666667
130,1192.0,1832.0,757.3333333333334,7320.0,466.0
131,1186.6666666666667,1826.6666666666667,757.3333333333334,7314.666666666667,471.3333333333333
132,1181.3333333333333,1818.6666666666667,757.3333333333334,7312.0,474.0
133,1176.0,1816.0,757.3333333333334,7309.333333333333,476.6666666666667
134,1170.6666666666667,1813.3333333333333,757.3333333333334,7306.666666666667,479.3333333333333
135,1165.3333333333333,1808.0,757.3333333333334,7301.333333333333,482.0
136,1162.6666666666667,1802.6666666666667,754.6666666666666,7296.0,487.3333333333333
137,1160.0,1797.3333333333333,754.6666666666666,7290.666666666667,492.6666666666667
138,1154.6666666666667,1792.0,754.6666666666666,7285.333333333333,498.0
139,1149.3333333333333,1789.3333333333333,754.6666666666666,7280.0,500.6666666666667
140,1144.0,1784.0,754.6666666666666,7274.666666666667,506.0
141,1138.6666666666667,1778.6666666666667,754.6666666666666,7269.333333333333,511.3333333333333
142,1133.3333333333333,1773.3333333333333,754.6666666666666,7264.0,519.3333333333334
143,1130.6666666666667,1768.0,754.6666666666666,7258.666666666667,524.6666666666666
144,1125.3333333333333,1765.3333333333333,754.6666666666666,7253.333333333333,532.6666666666666
145,1120.0,1762.6666666666667,754.6666666666666,7248.0,540.6666666666666
146,1114.6666666666667,1757.3333333333333,757.3333333333334,7242.666666666667,548.6666666666666
147,1112.0,1752.0,757.3333333333334,7240.0,556.6666666666666
148,1106.6666666666667,1746.6666666666667,757.3333333333334,7234.666666666667,564.6666666666666
149,1101.3333333333333,1738.6666666666667,757.3333333333334,7229.333333333333,572.6666666666666
150,1096.0,1733.3333333333333,757.3333333333334,7224.0,578.0
151,1090.6666666666667,1728.0,757.3333333333334,7221.333333333333,588.6666666666666
152,1088.0,1722.6666666666667,754.6666666666666,7216.0,596.6666666666666
153,1080.0,1720.0,754.6666666666666,7210.666666666667,607.3333333333334
154,1074.6666666666667,1714.6666666666667,754.6666666666666,7205.333333333333,615.3333333333334
155,1069.3333333333333,1709.3333333333333,754.6666666666666,7200.0,620.6666666666666
156,1064.0,1704.0,754.6666666666666,7194.666666666667,628.6666666666666
157,1058.6666666666667,1698.6666666666667,754.6666666666666,7189.333333333333,636.6666666666666
158,1053.3333333333333,1693.3333333333333,754.6666666666666,7184.0,644.6666666666666
159,1048.0,1688.0,754.6666666666666,7176.0,655.3333333333334
160,1042.6666666666667,1682.6666666666667,754.6666666666666,7173.333333333333,666.0
161,1037.3333333333333,1677.3333333333333,754.6666666666666,7170.666666666667,674.0
162,1032.0,1672.0,752.0,7162.666666666667,684.6666666666666
163,1026.6666666666667,1664.0,749.3333333333334,7154.666666666667,695.3333333333334
164,1018.6666666666666,1658.6666666666667,749.3333333333334,7146.666666666667,706.0
165,1013.3333333333334,1653.3333333333333,749.3333333333334,7138.666666666667,714.0
166,1008.0,1648.0,752.0,7130.666666666667,722.0
167,1002.6666666666666,1645.3333333333333,752.0,7125.333333333333,730.0
168,1000.0,1640.0,752.0,7120.0,735.3333333333334
169,994.6666666666666,1634.6666666666667,752.0,7114.666666666667,743.3333333333334
170,992.0,1629.3333333333333,752.0,7109.333333333333,751.3333333333334
171,989.3333333333334,1624.0,752.0,7104.0,759.3333333333334
172,986.6666666666666,1618.6666666666667,752.0,7098.666666666667,767.3333333333334
173,981.3333333333334,1616.0,749.3333333333334,7093.333333333333,778.0
174,978.6666666666666,1613.3333333333333,749.3333333333334,7085.333333333333,786.0
175,976.0,1608.0,749.3333333333334,7080.0,794.0
176,973.3333333333334,1602.6666666666667,749.3333333333334,7072.0,802.0
177,968.0,1597.3333333333333,749.3333333333334,7064.0,812.6666666666666
178,962.6666666666666,1594.6666666666667,749.3333333333334,7056.0,823.3333333333334
179,957.3333333333334,1592.0,749.3333333333334,7048.0,834.0
180,952.0,1586.6666666666667,749.3333333333334,7040.0,847.3333333333334
181,944.0,1581.3333333333333,749.3333333333334,7029.333333333333,855.3333333333334
182,938.6666666666666,1576.0,752.0,7021.333333333333,868.6666666666666
183,936.0,1573.3333333333333,752.0,7013.333333333333,879.3333333333334
184,933.3333333333334,1568.0,752.0,7002.666666666667,890.0
185,930.6666666666666,1560.0,752.0,6992.0,903.3333333333334
186,928.0,1554.6666666666667,752.0,6978.666666666667,914.0
187,922.6666666666666,1549.3333333333333,752.0,6968.0,927.3333333333334
188,917.3333333333334,1541.3333333333333,752.0,6957.333333333333,940.6666666666666
189,912.0,1533.3333333333333,752.0,6949.333333333333,951.3333333333334
190,909.3333333333334,1530.6666666666667,752.0,6936.0,962.0
191,904.0,1525.3333333333333,752.0,6922.666666666667,975.3333333333334
192,898.6666666666666,1520.0,754.6666666666666,6912.0,986.0
193,893.3333333333334,1514.6666666666667,754.6666666666666,6901.333333333333,996.6666666666666
194,890.6666666666666,1509.3333333333333,754.6666666666666,6890.666666666667,1007.3333333333334
195,885.3333333333334,1504.0,754.6666666666666,6882.666666666667,1023.3333333333334
196,880.0,1498.6666666666667,754.6666666666666,6872.0,1034.0
197,874.6666666666666,1490.6666666666667,752.0,6861.333333333333,1050.0
198,869.3333333333334,1485.3333333333333,752.0,6848.0,1066.0
199,861.3333333333334,1480.0,752.0,6834.666666666667,1082.0
200,856.0,1474.6666666666667,749.3333333333334,6824.0,1098.0
201,850.6666666666666,1469.3333333333333,749.3333333333334,6810.666666666667,1111.3333333333333
202,845.3333333333334,1464.0,749.3333333333334,6794.666666666667,1124.6666666666667
203,837.3333333333334,1456.0,749.3333333333334,6778.666666666667,1138.0
204,829.3333333333334,1448.0,749.3333333333334,6765.333333333333,1151.3333333333333
205,821.3333333333334,1442.6666666666667,749.3333333333334,6749.333333333333,1167.3333333333333
206,816.0,1437.3333333333333,749.3333333333334,6736.0,1183.3333333333333
207,810.6666666666666,1432.0,749.3333333333334,6722.666666666667,1196.6666666666667
208,805.3333333333334,1426.6666666666667,749.3333333333334,6709.333333333333,1210.0
209,800.0,1418.6666666666667,749.3333333333334,6696.0,1223.3333333333333
210,794.6666666666666,1413.3333333333333,749.3333333333334,6682.666666666667,1234.0
211,792.0,1408.0,749.3333333333334,6669.333333333333,1247.3333333333333
212,786.6666666666666,1402.6666666666667,749.3333333333334,6656.0,1260.6666666666667
213,781.3333333333334,1394.6666666666667,749.3333333333334,6642.666666666667,1274.0
214,776.0,1389.3333333333333,746.6666666666666,6632.0,1290.0
215,770.6666666666666,1386.6666666666667,746.6666666666666,6621.333333333333,1303.3333333333333
216,762.6666666666666,1381.3333333333333,746.6666666666666,6610.666666666667,1316.6666666666667
217,760.0,1376.0,746.6666666666666,6597.333333333333,1327.3333333333333
218,757.3333333333334,1373.3333333333333,746.6666666666666,6584.0,1340.6666666666667
219,754.6666666666666,1370.6666666666667,744.0,6568.0,1354.0
220,746.6666666666666,1365.3333333333333,744.0,6557.333333333333,1367.3333333333333
221,744.0,1362.6666666666667,741.3333333333334,6546.666666666667,1380.6666666666667
222,741.3333333333334,1360.0,738.6666666666666,6536.0,1396.6666666666667
223,736.0,1354.6666666666667,738.6666666666666,6522.666666666667,1410.0
224,730.6666666666666,1349.3333333333333,738.6666666666666,6509.333333333333,1426.0
225,725.3333333333334,1344.0,736.0,6496.0,1439.3333333333333
226,720.0,1338.6666666666667,736.0,6485.333333333333,1455.3333333333333
227,714.6666666666666,1336.0,738.6666666666666,6472.0,1471.3333333333333
228,709.3333333333334,1330.6666666666667,738.6666666666666,6461.333333333333,1487.3333333333333
229,709.3333333333334,1325.3333333333333,738.6666666666666,6450.666666666667,1503.3333333333333
230,704.0,1320.0,741.3333333333334,6434.666666666667,1516.6666666666667
231,698.6666666666666,1314.6666666666667,738.6666666666666,6421.333333333333,1532.6666666666667
232,693.3333333333334,1309.3333333333333,736.0,6410.666666666667,1546.0
233,690.6666666666666,1304.0,738.6666666666666,6397.333333333333,1559.3333333333333
234,688.0,1298.6666666666667,736.0,6384.0,1575.3333333333333
235,682.6666666666666,1293.3333333333333,736.0,6370.666666666667,1588.6666666666667
236,677.3333333333334,1290.6666666666667,736.0,6360.0,1604.6666666666667
237,674.6666666666666,1288.0,733.3333333333334,6346.666666666667,1618.0
238,672.0,1282.6666666666667,730.6666666666666,6336.0,1634.0
239,666.6666666666666,1277.3333333333333,730.6666666666666,6322.666666666667,1650.0
240,661.3333333333334,1272.0,730.6666666666666,6309.333333333333,1666.0
241,656.0,1266.6666666666667,730.6666666666666,6296.0,1682.0
242,650.6666666666666,1264.0,728.0,6282.666666666667,1698.0
243,645.3333333333334,1261.3333333333333,728.0,6269.333333333333,1714.0
244,640.0,1258.6666666666667,730.6666666666666,6256.0,1727.3333333333333
245,634.6666666666666,1253.3333333333333,730.6666666666666,6242.666666666667,1743.3333333333333
246,632.0,1248.0,730.6666666666666,6232.0,1762.0
247,626.6666666666666,1242.6666666666667,728.0,6218.666666666667,1780.6666666666667
248,621.3333333333334,1237.3333333333333,725.3333333333334,6202.666666666667,1794.0
249,616.0,1232.0,728.0,6192.0,1810.0
250,613.3333333333334,1226.6666666666667,728.0,6176.0,1828.6666666666667
251,605.3333333333334,1221.3333333333333,728.0,6160.0,1847.3333333333333
252,600.0,1216.0,730.6666666666666,6144.0,1863.3333333333333
253,597.3333333333334,1213.3333333333333,733.3333333333334,6130.666666666667,1882.0
254,594.6666666666666,1205.3333333333333,733.3333333333334,6117.333333333333,1900.6666666666667
255,589.3333333333334,1200.0,736.0,6101.333333333333,1916.6666666666667
256,584.0,1194.6666666666667,736.0,6085.333333333333,1935.3333333333333
257,578.6666666666666,1186.6666666666667,736.0,6069.333333333333,1951.3333333333333
258,576.0,1181.3333333333333,733.3333333333334,6050.666666666667,1970.0
259,568.0,1176.0,733.3333333333334,6034.666666666667,1988.6666666666667
260,562.6666666666666,1173.3333333333333,733.3333333333334,6018.666666666667,2010.0
261,557.3333333333334,1168.0,733.3333333333334,6002.666666666667,2031.3333333333333
262,552.0,1162.6666666666667,736.0,5986.666666666667,2052.6666666666665
263,546.6666666666666,1157.3333333333333,736.0,5973.333333333333,2074.0
264,541.3333333333334,1152.0,736.0,5957.333333333333,2092.6666666666665
265,538.6666666666666,1146.6666666666667,736.0,5938.666666666667,2111.3333333333335
266,533.3333333333334,1141.3333333333333,736.0,5920.0,2130.0
267,528.0,1136.0,738.6666666666666,5901.333333333333,2154.0
268,522.6666666666666,1130.6666666666667,738.6666666666666,5882.666666666667,2175.3333333333335
269,520.0,1128.0,736.0,5866.666666666667,2196.6666666666665
270,517.3333333333334,1125.3333333333333,736.0,5850.666666666667,2218.0
271,514.6666666666666,1120.0,736.0,5832.0,2239.3333333333335
272,512.0,1112.0,738.6666666666666,5813.333333333333,2258.0
273,509.3333333333333,1106.6666666666667,738.6666666666666,5794.666666666667,2279.3333333333335
274,504.0,1101.3333333333333,736.0,5776.0,2303.3333333333335
275,498.6666666666667,1096.0,736.0,5757.333333333333,2327.3333333333335
276,493.3333333333333,1093.3333333333333,733.3333333333334,5738.666666666667,2348.6666666666665
277,488.0,1088.0,733.3333333333334,5720.0,2370.0
278,482.6666666666667,1082.6666666666667,733.3333333333334,5704.0,2394.0
279,477.3333333333333,1077.3333333333333,730.6666666666666,5682.666666666667,2418.0
280,472.0,1069.3333333333333,728.0,5661.333333333333,2436.6666666666665
281,469.3333333333333,1064.0,730.6666666666666,5640.0,2460.6666666666665
282,464.0,1058.6666666666667,728.0,5621.333333333333,2484.6666666666665
283,458.6666666666667,1053.3333333333333,728.0,5600.0,2511.3333333333335
284,453.3333333333333,1050.6666666666667,725.3333333333334,5578.666666666667,2535.3333333333335
285,450.6666666666667,1045.3333333333333,722.6666666666666,5560.0,2562.0
286,448.0,1040.0,722.6666666666666,5538.666666666667,2586.0
287,445.3333333333333,1037.3333333333333,720.0,5514.666666666667,2610.0
288,440.0,1032.0,720.0,5496.0,2634.0
289,437.3333333333333,1026.6666666666667,720.0,5472.0,2658.0
290,432.0,1021.3333333333334,717.3333333333334,5453.333333333333,2679.3333333333335
291,429.3333333333333,1016.0,717.3333333333334,5432.0,2698.0
292,424.0,1010.6666666666666,714.6666666666666,5410.666666666667,2719.3333333333335
293,421.3333333333333,1005.3333333333334,712.0,5389.333333333333,2738.0
294,416.0,1000.0,712.0,5370.666666666667,2756.6666666666665
295,413.3333333333333,997.3333333333334,712.0,5354.666666666667,2775.3333333333335
296,410.6666666666667,992.0,712.0,5336.0,2796.6666666666665
297,408.0,989.3333333333334,709.3333333333334,5320.0,2818.0
298,405.3333333333333,986.6666666666666,709.3333333333334,5304.0,2844.6666666666665
299,402.6666666666667,981.3333333333334,709.3333333333334,5288.0,2874.0
300,397.3333333333333,978.6666666666666,706.6666666666666,5272.0,2906.0
301,392.0,976.0,704.0,5256.0,2938.0
302,386.6666666666667,970.6666666666666,701.3333333333334,5237.333333333333,2970.0
303,381.3333333333333,962.6666666666666,698.6666666666666,5216.0,3002.0
304,376.0,957.3333333333334,701.3333333333334,5192.0,3034.0
305,373.3333333333333,952.0,698.6666666666666,5165.333333333333,3068.6666666666665
306,370.6666666666667,944.0,698.6666666666666,5138.666666666667,3108.6666666666665
307,368.0,938.6666666666666,698.6666666666666,5114.666666666667,3151.3333333333335
308,362.6666666666667,933.3333333333334,698.6666666666666,5088.0,3194.0
309,357.3333333333333,928.0,698.6666666666666,5061.333333333333,3234.0
310,352.0,925.3333333333334,698.6666666666666,5037.333333333333,3276.6666666666665
311,346.6666666666667,920.0,696.0,5008.0,3314.0
312,344.0,914.6666666666666,696.0,4976.0,3359.3333333333335
313,341.3333333333333,909.3333333333334,693.3333333333334,4946.666666666667,3410.0
314,336.0,904.0,693.3333333333334,4917.333333333333,3463.3333333333335
315,330.6666666666667,901.3333333333334,693.3333333333334,4888.0,3516.6666666666665
316,328.0,898.6666666666666,690.6666666666666,4861.333333333333,3570.0
317,322.6666666666667,893.3333333333334,690.6666666666666,4832.0,3623.3333333333335
318,317.3333333333333,888.0,690.6666666666666,4797.333333333333,3674.0
319,312.0,882.6666666666666,688.0,4762.666666666667,3732.6666666666665
320,309.3333333333333,877.3333333333334,688.0,4725.333333333333,3804.6666666666665
321,304.0,874.6666666666666,688.0,4688.0,3882.0
322,301.3333333333333,872.0,688.0,4653.333333333333,3956.6666666666665
323,296.0,866.6666666666666,688.0,4616.0,4036.6666666666665
324,293.3333333333333,864.0,688.0,4578.666666666667,4114.0
325,285.3333333333333,856.0,685.3333333333334,4530.666666666667,4194.0
326,277.3333333333333,850.6666666666666,682.6666666666666,4477.333333333333,4266.0
327,269.3333333333333,842.6666666666666,682.6666666666666,4421.333333333333,4348.666666666667
328,264.0,834.6666666666666,682.6666666666666,4365.333333333333,4436.666666666667
329,258.6666666666667,826.6666666666666,682.6666666666666,4309.333333333333,4522.0
330,253.33333333333334,818.6666666666666,682.6666666666666,4253.333333333333,4604.666666666667
331,248.0,813.3333333333334,682.6666666666666,4197.333333333333,4687.333333333333
332,245.33333333333334,810.6666666666666,682.6666666666666,4133.333333333333,4770.0
333,240.0,808.0,682.6666666666666,4064.0,4850.0
334,237.33333333333334,800.0,680.0,3997.3333333333335,4927.333333333333
335,232.0,794.6666666666666,680.0,3933.3333333333335,5018.0
336,226.66666666666666,789.3333333333334,677.3333333333334,3869.3333333333335,5108.666666666667
337,221.33333333333334,786.6666666666666,677.3333333333334,3805.3333333333335,5196.666666666667
338,218.66666666666666,781.3333333333334,677.3333333333334,3744.0,5284.666666666667
339,216.0,776.0,677.3333333333334,3682.6666666666665,5372.666666666667
340,213.33333333333334,770.6666666666666,677.3333333333334,3605.3333333333335,5463.333333333333
341,210.66666666666666,765.3333333333334,677.3333333333334,3528.0,5554.0
342,205.33333333333334,760.0,677.3333333333334,3450.6666666666665,5636.666666666667
343,197.33333333333334,754.6666666666666,677.3333333333334,3373.3333333333335,5724.666666666667
344,194.66666666666666,749.3333333333334,677.3333333333334,3296.0,5812.666666666667
345,189.33333333333334,744.0,677.3333333333334,3221.3333333333335,5900.666666666667
346,184.0,738.6666666666666,677.3333333333334,3144.0,5988.666666666667
347,181.33333333333334,733.3333333333334,677.3333333333334,3066.6666666666665,6076.666666666667
348,176.0,728.0,674.6666666666666,2978.6666666666665,6164.666666666667
349,173.33333333333334,725.3333333333334,672.0,2893.3333333333335,6244.666666666667
350,168.0,717.3333333333334,669.3333333333334,2808.0,6314.0
351,162.66666666666666,709.3333333333334,666.6666666666666,2725.3333333333335,6391.333333333333
352,157.33333333333334,701.3333333333334,664.0,2640.0,6468.666666666667
353,152.0,696.0,661.3333333333334,2557.3333333333335,6543.333333333333
354,146.66666666666666,688.0,658.6666666666666,2474.6666666666665,6620.666666666667
355,144.0,682.6666666666666,656.0,2392.0,6695.333333333333
356,141.33333333333334,677.3333333333334,653.3333333333334,2306.6666666666665,6772.666666666667
357,138.66666666666666,672.0,650.6666666666666,2221.3333333333335,6836.666666666667
358,133.33333333333334,666.6666666666666,648.0,2138.6666666666665,6895.333333333333
359,128.0,664.0,645.3333333333334,2056.0,6959.333333333333
360,125.33333333333333,658.6666666666666,642.6666666666666,1973.3333333333333,7023.333333333333
361,122.66666666666667,653.3333333333334,640.0,1893.3333333333333,7087.333333333333
362,117.33333333333333,648.0,637.3333333333334,1824.0,7151.333333333333
363,114.66666666666667,642.6666666666666,634.6666666666666,1752.0,7215.333333333333
364,112.0,637.3333333333334,632.0,1674.6666666666667,7279.333333333333
365,109.33333333333333,632.0,629.3333333333334,1597.3333333333333,7327.333333333333
366,106.66666666666667,626.6666666666666,629.3333333333334,1520.0,7372.666666666667
367,101.33333333333333,621.3333333333334,626.6666666666666,1442.6666666666667,7418.0
368,98.66666666666667,616.0,624.0,1365.3333333333333,7466.0
369,96.0,610.6666666666666,621.3333333333334,1290.6666666666667,7511.333333333333
370,93.33333333333333,605.3333333333334,618.6666666666666,1232.0,7556.666666666667
371,90.66666666666667,600.0,616.0,1170.6666666666667,7599.333333333333
372,88.0,594.6666666666666,613.3333333333334,1106.6666666666667,7642.0
373,85.33333333333333,589.3333333333334,608.0,1042.6666666666667,7671.333333333333
374,82.66666666666667,581.3333333333334,602.6666666666666,978.6666666666666,7700.666666666667
375,82.66666666666667,576.0,597.3333333333334,912.0,7730.0
376,80.0,573.3333333333334,592.0,848.0,7759.333333333333
377,74.66666666666667,568.0,586.6666666666666,789.3333333333334,7788.666666666667
378,74.66666666666667,562.6666666666666,584.0,744.0,7818.0
379,72.0,554.6666666666666,581.3333333333334,696.0,7847.333333333333
380,72.0,549.3333333333334,578.6666666666666,648.0,7871.333333333333
381,72.0,544.0,576.0,600.0,7884.666666666667
382,69.33333333333333,538.6666666666666,573.3333333333334,552.0,7900.666666666667
383,69.33333333333333,533.3333333333334,570.6666666666666,504.0,7916.666666666667
384,69.33333333333333,528.0,565.3333333333334,456.0,7932.666666666667
385,69.33333333333333,522.6666666666666,562.6666666666666,418.6666666666667,7948.666666666667
386,66.66666666666667,517.3333333333334,560.0,389.3333333333333,7964.666666666667
387,66.66666666666667,512.0,557.3333333333334,362.6666666666667,7980.666666666667
388,66.66666666666667,506.6666666666667,554.6666666666666,330.6666666666667,7988.666666666667
389,66.66666666666667,501.3333333333333,549.3333333333334,298.6666666666667,7994.0
390,66.66666666666667,496.0,544.0,269.3333333333333,7999.333333333333
391,66.66666666666667,490.6666666666667,538.6666666666666,240.0,8004.666666666667
392,66.66666666666667,485.3333333333333,533.3333333333334,208.0,8010.0
393,66.66666666666667,480.0,528.0,189.33333333333334,8015.333333333333
394,64.0,474.6666666666667,522.6666666666666,176.0,8020.666666666667
395,64.0,469.3333333333333,517.3333333333334,160.0,8026.0
396,64.0,464.0,512.0,144.0,8028.666666666667
397,66.66666666666667,456.0,504.0,128.0,8031.333333333333
398,66.66666666666667,450.6666666666667,498.6666666666667,114.66666666666667,8031.333333333333
399,66.66666666666667,445.3333333333333,493.3333333333333,101.33333333333333,8034.0
400,66.66666666666667,440.0,488.0,88.0,8034.0
