index,Rg_Voltage(mV)(Ch1_Ch2),Gen_Voltage(mV)(Ch2),GS_Voltage(mV)(Ch2),Rn_Voltage(mV)(Ch3),DS_Voltage(mV)(Ch4),Rg_Voltage(mV)(Ch1_Ch2_no_Un),GS_Voltage(mV)(Ch1_Ch2_no_Un)
372,-720.0,2880.0,3680.0,8560.0,0.0,-800.0,3520.0
373,-720.0,2880.0,3680.0,8560.0,0.0,-800.0,3520.0
374,-720.0,2960.0,3680.0,8560.0,80.0,-800.0,3520.0
375,-720.0,2880.0,3680.0,8560.0,80.0,-800.0,3440.0
376,-640.0,2800.0,3680.0,8560.0,80.0,-800.0,3520.0
377,-720.0,2800.0,3600.0,8560.0,0.0,-800.0,3520.0
378,-720.0,2800.0,3680.0,8560.0,80.0,-800.0,3440.0
379,-720.0,2800.0,3600.0,8560.0,80.0,-800.0,3520.0
380,-720.0,2800.0,3600.0,8560.0,0.0,-800.0,3440.0
381,-720.0,2800.0,3600.0,8560.0,0.0,-880.0,3520.0
382,-720.0,2800.0,3600.0,8560.0,80.0,-800.0,3520.0
383,-720.0,2800.0,3600.0,8560.0,80.0,-800.0,3440.0
384,-720.0,2800.0,3600.0,8480.0,80.0,-800.0,3440.0
385,-720.0,2800.0,3600.0,8560.0,80.0,-880.0,3440.0
386,-720.0,2800.0,3600.0,8560.0,80.0,-800.0,3440.0
387,-800.0,2800.0,3600.0,8560.0,0.0,-880.0,3440.0
388,-720.0,2800.0,3600.0,8480.0,80.0,-800.0,3440.0
389,-720.0,2720.0,3600.0,8560.0,0.0,-880.0,3440.0
390,-720.0,2720.0,3600.0,8560.0,80.0,-800.0,3440.0
391,-800.0,2720.0,3520.0,8560.0,80.0,-800.0,3440.0
392,-800.0,2720.0,3600.0,8560.0,80.0,-800.0,3440.0
393,-720.0,2720.0,3600.0,8560.0,0.0,-880.0,3360.0
394,-800.0,2720.0,3600.0,8560.0,0.0,-800.0,3440.0
395,-720.0,2720.0,3600.0,8560.0,0.0,-880.0,3440.0
396,-800.0,2720.0,3520.0,8480.0,80.0,-800.0,3360.0
397,-800.0,2720.0,3520.0,8560.0,80.0,-800.0,3360.0
398,-720.0,2720.0,3520.0,8560.0,0.0,-880.0,3360.0
399,-720.0,2720.0,3600.0,8560.0,80.0,-880.0,3360.0
400,-720.0,2720.0,3520.0,8560.0,80.0,-880.0,3440.0
401,-720.0,2720.0,3520.0,8560.0,80.0,-880.0,3360.0
402,-800.0,2640.0,3520.0,8560.0,0.0,-800.0,3360.0
403,-720.0,2720.0,3600.0,8560.0,80.0,-880.0,3360.0
404,-800.0,2640.0,3520.0,8560.0,0.0,-880.0,3360.0
405,-720.0,2640.0,3520.0,8560.0,80.0,-880.0,3360.0
406,-800.0,2640.0,3520.0,8560.0,0.0,-880.0,3360.0
407,-800.0,2640.0,3520.0,8560.0,0.0,-880.0,3360.0
408,-800.0,2640.0,3520.0,8560.0,80.0,-880.0,3360.0
409,-800.0,2560.0,3520.0,8480.0,0.0,-880.0,3360.0
410,-720.0,2640.0,3520.0,8560.0,0.0,-880.0,3360.0
411,-800.0,2640.0,3520.0,8560.0,0.0,-880.0,3360.0
412,-800.0,2640.0,3520.0,8560.0,80.0,-880.0,3360.0
413,-800.0,2560.0,3440.0,8560.0,80.0,-880.0,3360.0
414,-720.0,2560.0,3520.0,8560.0,0.0,-880.0,3360.0
415,-720.0,2640.0,3520.0,8560.0,80.0,-880.0,3360.0
416,-720.0,2640.0,3440.0,8560.0,80.0,-800.0,3360.0
417,-800.0,2640.0,3440.0,8480.0,0.0,-880.0,3280.0
418,-720.0,2560.0,3520.0,8560.0,80.0,-880.0,3280.0
419,-800.0,2640.0,3520.0,8560.0,80.0,-880.0,3280.0
420,-800.0,2640.0,3440.0,8480.0,80.0,-880.0,3280.0
421,-800.0,2560.0,3520.0,8560.0,0.0,-880.0,3360.0
422,-800.0,2560.0,3440.0,8560.0,80.0,-800.0,3280.0
423,-800.0,2560.0,3520.0,8560.0,0.0,-880.0,3280.0
424,-800.0,2560.0,3440.0,8560.0,80.0,-960.0,3280.0
425,-800.0,2560.0,3440.0,8560.0,80.0,-880.0,3280.0
426,-800.0,2560.0,3440.0,8560.0,0.0,-880.0,3280.0
427,-800.0,2560.0,3360.0,8560.0,0.0,-880.0,3280.0
428,-800.0,2560.0,3440.0,8560.0,0.0,-880.0,3280.0
429,-800.0,2560.0,3440.0,8560.0,80.0,-880.0,3280.0
430,-800.0,2560.0,3440.0,8560.0,80.0,-880.0,3280.0
431,-800.0,2560.0,3440.0,8560.0,0.0,-880.0,3280.0
432,-800.0,2560.0,3440.0,8480.0,0.0,-880.0,3280.0
433,-800.0,2560.0,3440.0,8560.0,80.0,-880.0,3280.0
434,-800.0,2480.0,3360.0,8560.0,80.0,-880.0,3280.0
435,-800.0,2480.0,3440.0,8560.0,0.0,-880.0,3280.0
436,-800.0,2480.0,3440.0,8560.0,0.0,-880.0,3280.0
437,-800.0,2480.0,3360.0,8560.0,0.0,-880.0,3200.0
438,-800.0,2480.0,3360.0,8560.0,0.0,-960.0,3200.0
439,-800.0,2480.0,3360.0,8560.0,80.0,-960.0,3280.0
440,-800.0,2480.0,3360.0,8560.0,0.0,-880.0,3280.0
441,-800.0,2480.0,3360.0,8560.0,0.0,-880.0,3200.0
442,-800.0,2400.0,3360.0,8560.0,80.0,-880.0,3200.0
443,-880.0,2480.0,3360.0,8560.0,0.0,-880.0,3200.0
444,-800.0,2480.0,3360.0,8560.0,80.0,-880.0,3280.0
445,-800.0,2480.0,3280.0,8560.0,0.0,-880.0,3200.0
446,-800.0,2480.0,3360.0,8560.0,0.0,-880.0,3200.0
447,-800.0,2400.0,3280.0,8560.0,80.0,-960.0,3200.0
448,-800.0,2400.0,3360.0,8560.0,0.0,-880.0,3200.0
449,-800.0,2400.0,3360.0,8560.0,80.0,-960.0,3200.0
450,-880.0,2400.0,3280.0,8560.0,80.0,-880.0,3200.0
451,-800.0,2400.0,3360.0,8560.0,80.0,-960.0,3200.0
452,-800.0,2400.0,3280.0,8560.0,80.0,-880.0,3200.0
453,-800.0,2400.0,3280.0,8560.0,80.0,-960.0,3200.0
454,-800.0,2400.0,3360.0,8560.0,0.0,-880.0,3200.0
455,-880.0,2400.0,3280.0,8560.0,80.0,-880.0,3200.0
456,-880.0,2320.0,3280.0,8480.0,0.0,-880.0,3200.0
457,-880.0,2400.0,3280.0,8560.0,80.0,-960.0,3120.0
458,-800.0,2400.0,3280.0,8560.0,80.0,-960.0,3120.0
459,-880.0,2400.0,3280.0,8560.0,0.0,-960.0,3200.0
460,-880.0,2320.0,3280.0,8560.0,80.0,-960.0,3120.0
461,-880.0,2320.0,3280.0,8560.0,80.0,-880.0,3120.0
462,-800.0,2240.0,3280.0,8560.0,80.0,-960.0,3120.0
463,-880.0,2320.0,3280.0,8480.0,0.0,-960.0,3120.0
464,-880.0,2320.0,3280.0,8560.0,0.0,-960.0,3200.0
465,-880.0,2320.0,3280.0,8560.0,80.0,-960.0,3200.0
466,-880.0,2320.0,3280.0,8560.0,0.0,-960.0,3120.0
467,-880.0,2320.0,3280.0,8560.0,80.0,-960.0,3120.0
468,-880.0,2320.0,3280.0,8560.0,80.0,-960.0,3120.0
469,-800.0,2320.0,3280.0,8560.0,0.0,-960.0,3120.0
470,-800.0,2240.0,3200.0,8560.0,0.0,-960.0,3120.0
471,-800.0,2320.0,3280.0,8560.0,0.0,-880.0,3120.0
472,-880.0,2240.0,3280.0,8480.0,80.0,-880.0,3120.0
473,-800.0,2320.0,3200.0,8560.0,80.0,-880.0,3120.0
474,-880.0,2320.0,3200.0,8560.0,0.0,-880.0,3120.0
475,-880.0,2240.0,3200.0,8560.0,0.0,-880.0,3120.0
476,-880.0,2240.0,3200.0,8560.0,80.0,-960.0,3120.0
477,-880.0,2320.0,3200.0,8560.0,0.0,-960.0,3120.0
478,-880.0,2320.0,3200.0,8560.0,80.0,-960.0,3120.0
479,-880.0,2240.0,3200.0,8560.0,80.0,-960.0,3040.0
480,-880.0,2240.0,3200.0,8560.0,0.0,-960.0,3120.0
481,-880.0,2160.0,3200.0,8560.0,0.0,-960.0,3040.0
482,-880.0,2160.0,3200.0,8560.0,80.0,-960.0,3040.0
483,-880.0,2240.0,3200.0,8560.0,80.0,-960.0,3040.0
484,-880.0,2160.0,3120.0,8560.0,80.0,-960.0,3040.0
485,-880.0,2240.0,3120.0,8560.0,0.0,-960.0,3040.0
486,-880.0,2160.0,3200.0,8560.0,80.0,-960.0,3040.0
487,-880.0,2160.0,3200.0,8560.0,0.0,-960.0,3040.0
488,-880.0,2160.0,3200.0,8560.0,80.0,-960.0,3040.0
489,-880.0,2160.0,3200.0,8560.0,80.0,-1040.0,3040.0
490,-880.0,2160.0,3120.0,8560.0,80.0,-960.0,3040.0
491,-880.0,2160.0,3200.0,8560.0,0.0,-960.0,3040.0
492,-880.0,2160.0,3120.0,8560.0,0.0,-960.0,3040.0
493,-880.0,2160.0,3120.0,8560.0,0.0,-960.0,3040.0
494,-880.0,2160.0,3120.0,8560.0,80.0,-960.0,3040.0
495,-880.0,2080.0,3120.0,8560.0,80.0,-960.0,2960.0
496,-880.0,2160.0,3120.0,8560.0,80.0,-1040.0,2960.0
497,-880.0,2160.0,3120.0,8480.0,0.0,-1040.0,3040.0
498,-880.0,2160.0,3120.0,8560.0,80.0,-1040.0,2960.0
499,-960.0,2160.0,3120.0,8560.0,80.0,-960.0,2960.0
500,-880.0,2080.0,3120.0,8560.0,80.0,-960.0,2960.0
501,-880.0,2080.0,3120.0,8560.0,0.0,-960.0,2960.0
502,-960.0,2080.0,3120.0,8560.0,0.0,-1040.0,2960.0
503,-960.0,2080.0,3040.0,8560.0,0.0,-960.0,2960.0
504,-960.0,2160.0,3120.0,8480.0,0.0,-1040.0,2960.0
505,-960.0,2080.0,3040.0,8560.0,80.0,-960.0,2960.0
506,-880.0,2080.0,3040.0,8560.0,80.0,-1040.0,2960.0
507,-880.0,2080.0,3040.0,8560.0,80.0,-1040.0,2960.0
508,-960.0,2000.0,3040.0,8560.0,80.0,-960.0,2960.0
509,-960.0,2080.0,3040.0,8560.0,80.0,-960.0,2960.0
510,-960.0,2000.0,3040.0,8560.0,80.0,-1040.0,2960.0
511,-960.0,2080.0,3040.0,8560.0,80.0,-1040.0,2880.0
512,-880.0,2000.0,3040.0,8480.0,80.0,-1040.0,2960.0
513,-880.0,2000.0,3040.0,8560.0,0.0,-960.0,2960.0
514,-960.0,2000.0,3040.0,8560.0,0.0,-960.0,2880.0
515,-960.0,2000.0,3040.0,8480.0,80.0,-1040.0,2960.0
516,-960.0,2000.0,3040.0,8560.0,0.0,-1040.0,2960.0
517,-960.0,2000.0,2960.0,8480.0,80.0,-1040.0,2880.0
518,-880.0,2000.0,3040.0,8560.0,80.0,-1040.0,2880.0
519,-960.0,2000.0,3040.0,8560.0,80.0,-1040.0,2880.0
520,-960.0,2000.0,2960.0,8560.0,80.0,-960.0,2880.0
521,-960.0,2000.0,3040.0,8560.0,80.0,-1040.0,2880.0
522,-960.0,1920.0,2960.0,8560.0,80.0,-1040.0,2880.0
523,-960.0,1920.0,2960.0,8560.0,80.0,-1040.0,2880.0
524,-960.0,2000.0,2960.0,8480.0,80.0,-1040.0,2880.0
525,-880.0,1920.0,2960.0,8560.0,80.0,-1040.0,2880.0
526,-960.0,1920.0,3040.0,8560.0,80.0,-1040.0,2800.0
527,-960.0,1920.0,2960.0,8560.0,0.0,-960.0,2880.0
528,-960.0,1920.0,2960.0,8560.0,80.0,-1040.0,2880.0
529,-960.0,1920.0,2880.0,8560.0,80.0,-1040.0,2800.0
530,-960.0,1920.0,2960.0,8560.0,0.0,-1040.0,2800.0
531,-960.0,1920.0,2960.0,8560.0,0.0,-1040.0,2800.0
532,-960.0,1920.0,2960.0,8560.0,80.0,-1040.0,2800.0
533,-960.0,1920.0,2960.0,8480.0,80.0,-1040.0,2800.0
534,-960.0,1920.0,2960.0,8560.0,0.0,-1040.0,2800.0
535,-960.0,1920.0,2960.0,8560.0,80.0,-1040.0,2800.0
536,-960.0,1920.0,2960.0,8560.0,80.0,-1040.0,2800.0
537,-960.0,1920.0,2880.0,8560.0,80.0,-1040.0,2800.0
538,-960.0,1840.0,2960.0,8560.0,0.0,-1040.0,2800.0
539,-960.0,1840.0,2880.0,8560.0,80.0,-1040.0,2800.0
540,-960.0,1840.0,2880.0,8560.0,0.0,-1040.0,2800.0
541,-960.0,1840.0,2880.0,8560.0,80.0,-1040.0,2800.0
542,-960.0,1840.0,2960.0,8560.0,0.0,-1040.0,2800.0
543,-960.0,1840.0,2880.0,8480.0,80.0,-1040.0,2800.0
544,-960.0,1840.0,2880.0,8560.0,0.0,-1040.0,2800.0
545,-960.0,1840.0,2880.0,8560.0,80.0,-1120.0,2800.0
546,-960.0,1840.0,2880.0,8560.0,0.0,-1040.0,2720.0
547,-960.0,1840.0,2880.0,8560.0,80.0,-1040.0,2720.0
548,-960.0,1840.0,2880.0,8560.0,0.0,-1040.0,2800.0
549,-960.0,1840.0,2880.0,8560.0,80.0,-1040.0,2720.0
550,-960.0,1760.0,2880.0,8560.0,80.0,-1040.0,2720.0
551,-960.0,1760.0,2880.0,8560.0,80.0,-1040.0,2720.0
552,-960.0,1760.0,2800.0,8560.0,0.0,-1040.0,2720.0
553,-960.0,1760.0,2880.0,8560.0,0.0,-1040.0,2720.0
554,-960.0,1760.0,2800.0,8560.0,0.0,-1040.0,2720.0
555,-1040.0,1760.0,2800.0,8560.0,80.0,-1040.0,2720.0
556,-960.0,1760.0,2800.0,8560.0,0.0,-1120.0,2720.0
557,-960.0,1760.0,2880.0,8560.0,80.0,-1040.0,2720.0
558,-960.0,1760.0,2800.0,8560.0,0.0,-1040.0,2720.0
559,-960.0,1760.0,2880.0,8560.0,0.0,-1040.0,2720.0
560,-960.0,1680.0,2800.0,8560.0,80.0,-1040.0,2720.0
561,-960.0,1680.0,2800.0,8560.0,0.0,-1040.0,2720.0
562,-1040.0,1680.0,2800.0,8560.0,80.0,-1120.0,2720.0
563,-1040.0,1760.0,2800.0,8480.0,0.0,-1040.0,2720.0
564,-960.0,1680.0,2800.0,8560.0,80.0,-1040.0,2640.0
565,-960.0,1680.0,2800.0,8480.0,80.0,-1040.0,2640.0
566,-1040.0,1680.0,2720.0,8560.0,0.0,-1120.0,2640.0
567,-960.0,1680.0,2800.0,8560.0,0.0,-1040.0,2640.0
568,-1040.0,1680.0,2800.0,8560.0,0.0,-1040.0,2640.0
569,-1040.0,1680.0,2720.0,8560.0,80.0,-1120.0,2640.0
570,-1040.0,1680.0,2720.0,8560.0,0.0,-1040.0,2640.0
571,-960.0,1680.0,2800.0,8560.0,0.0,-1040.0,2640.0
572,-1040.0,1600.0,2720.0,8560.0,80.0,-1040.0,2640.0
573,-960.0,1680.0,2720.0,8560.0,0.0,-1040.0,2640.0
574,-960.0,1680.0,2800.0,8560.0,0.0,-1040.0,2640.0
575,-960.0,1600.0,2720.0,8560.0,80.0,-1040.0,2560.0
576,-960.0,1680.0,2720.0,8480.0,80.0,-1040.0,2560.0
577,-960.0,1680.0,2720.0,8560.0,80.0,-1040.0,2560.0
578,-960.0,1680.0,2720.0,8560.0,0.0,-1040.0,2640.0
579,-960.0,1680.0,2720.0,8560.0,80.0,-960.0,2560.0
580,-1040.0,1680.0,2720.0,8560.0,0.0,-1120.0,2560.0
581,-1040.0,1600.0,2640.0,8560.0,0.0,-1040.0,2560.0
582,-1040.0,1600.0,2720.0,8560.0,80.0,-1040.0,2560.0
583,-960.0,1600.0,2720.0,8560.0,0.0,-1040.0,2560.0
584,-1040.0,1600.0,2720.0,8560.0,80.0,-1040.0,2560.0
585,-1040.0,1600.0,2720.0,8560.0,80.0,-1040.0,2560.0
586,-1040.0,1600.0,2640.0,8480.0,80.0,-1040.0,2560.0
587,-1040.0,1520.0,2640.0,8560.0,80.0,-1120.0,2560.0
588,-1040.0,1600.0,2640.0,8560.0,80.0,-1120.0,2560.0
589,-1040.0,1600.0,2640.0,8560.0,0.0,-1120.0,2560.0
590,-1040.0,1520.0,2640.0,8560.0,80.0,-1120.0,2480.0
591,-1040.0,1520.0,2640.0,8560.0,0.0,-1040.0,2560.0
592,-960.0,1520.0,2640.0,8560.0,80.0,-1040.0,2480.0
593,-1040.0,1520.0,2640.0,8560.0,0.0,-1120.0,2480.0
594,-1040.0,1520.0,2640.0,8560.0,0.0,-1120.0,2480.0
595,-1040.0,1520.0,2640.0,8560.0,80.0,-1040.0,2480.0
596,-1040.0,1520.0,2640.0,8560.0,80.0,-1120.0,2480.0
597,-960.0,1440.0,2640.0,8560.0,80.0,-1120.0,2480.0
598,-1040.0,1440.0,2640.0,8560.0,0.0,-1120.0,2480.0
599,-960.0,1440.0,2640.0,8560.0,80.0,-1040.0,2480.0
600,-1040.0,1520.0,2640.0,8560.0,80.0,-1120.0,2480.0
601,-1040.0,1440.0,2640.0,8560.0,80.0,-1120.0,2480.0
602,-1040.0,1440.0,2560.0,8480.0,80.0,-1120.0,2480.0
603,-1040.0,1440.0,2640.0,8560.0,80.0,-1120.0,2480.0
604,-960.0,1440.0,2560.0,8560.0,0.0,-1120.0,2400.0
605,-1040.0,1440.0,2640.0,8560.0,80.0,-1120.0,2400.0
606,-1040.0,1440.0,2560.0,8560.0,80.0,-1120.0,2400.0
607,-1040.0,1440.0,2560.0,8560.0,80.0,-1120.0,2480.0
608,-1040.0,1440.0,2560.0,8560.0,0.0,-1120.0,2400.0
609,-1040.0,1440.0,2560.0,8480.0,0.0,-1120.0,2400.0
610,-960.0,1440.0,2560.0,8560.0,0.0,-1120.0,2400.0
611,-960.0,1360.0,2560.0,8560.0,80.0,-1040.0,2400.0
612,-1040.0,1440.0,2480.0,8560.0,0.0,-1040.0,2400.0
613,-1040.0,1360.0,2560.0,8560.0,0.0,-1120.0,2400.0
614,-1040.0,1360.0,2560.0,8560.0,80.0,-1120.0,2400.0
615,-1040.0,1440.0,2560.0,8560.0,0.0,-1120.0,2400.0
616,-1040.0,1360.0,2480.0,8560.0,80.0,-1120.0,2400.0
617,-960.0,1360.0,2480.0,8560.0,80.0,-1120.0,2400.0
618,-1040.0,1360.0,2480.0,8560.0,0.0,-1120.0,2400.0
619,-1040.0,1360.0,2480.0,8560.0,80.0,-1120.0,2400.0
620,-1040.0,1360.0,2560.0,8560.0,0.0,-1120.0,2400.0
621,-1040.0,1360.0,2480.0,8560.0,0.0,-1120.0,2400.0
622,-1040.0,1360.0,2480.0,8560.0,80.0,-1120.0,2400.0
623,-1040.0,1360.0,2480.0,8560.0,80.0,-1120.0,2400.0
624,-1040.0,1360.0,2480.0,8560.0,0.0,-1120.0,2320.0
625,-1040.0,1360.0,2480.0,8560.0,80.0,-1120.0,2320.0
626,-1040.0,1360.0,2400.0,8560.0,0.0,-1120.0,2320.0
627,-1040.0,1360.0,2480.0,8560.0,0.0,-1120.0,2320.0
628,-1040.0,1360.0,2480.0,8560.0,0.0,-1120.0,2400.0
629,-960.0,1280.0,2480.0,8560.0,80.0,-1040.0,2320.0
630,-1040.0,1360.0,2480.0,8560.0,80.0,-1120.0,2320.0
631,-1040.0,1280.0,2480.0,8560.0,80.0,-1040.0,2320.0
632,-1040.0,1280.0,2400.0,8560.0,0.0,-1120.0,2320.0
633,-1040.0,1280.0,2400.0,8560.0,80.0,-1120.0,2320.0
634,-1040.0,1280.0,2400.0,8560.0,0.0,-1120.0,2320.0
635,-1040.0,1280.0,2400.0,8560.0,80.0,-1120.0,2320.0
636,-1040.0,1280.0,2400.0,8560.0,80.0,-1120.0,2240.0
637,-1040.0,1280.0,2400.0,8560.0,0.0,-1120.0,2240.0
638,-1040.0,1280.0,2400.0,8560.0,80.0,-1120.0,2240.0
639,-1040.0,1280.0,2400.0,8560.0,0.0,-1120.0,2240.0
640,-1040.0,1200.0,2400.0,8560.0,80.0,-1120.0,2240.0
641,-1040.0,1280.0,2320.0,8560.0,0.0,-1120.0,2240.0
642,-1040.0,1280.0,2400.0,8560.0,0.0,-1120.0,2240.0
643,-1040.0,1200.0,2400.0,8560.0,80.0,-1120.0,2240.0
644,-1040.0,1200.0,2400.0,8560.0,80.0,-1040.0,2240.0
645,-1040.0,1200.0,2400.0,8560.0,80.0,-1120.0,2240.0
646,-1040.0,1200.0,2400.0,8560.0,80.0,-1120.0,2240.0
647,-1040.0,1200.0,2400.0,8560.0,80.0,-1120.0,2240.0
648,-1040.0,1200.0,2400.0,8560.0,80.0,-1120.0,2160.0
649,-1040.0,1200.0,2320.0,8560.0,0.0,-1120.0,2240.0
650,-1040.0,1200.0,2400.0,8560.0,80.0,-1120.0,2240.0
651,-1040.0,1200.0,2320.0,8560.0,80.0,-1120.0,2160.0
652,-1040.0,1200.0,2320.0,8560.0,80.0,-1120.0,2160.0
653,-1040.0,1200.0,2320.0,8560.0,80.0,-1120.0,2160.0
654,-1040.0,1200.0,2320.0,8560.0,80.0,-1120.0,2160.0
655,-1040.0,1200.0,2320.0,8560.0,0.0,-1120.0,2160.0
656,-1040.0,1200.0,2320.0,8560.0,0.0,-1120.0,2160.0
657,-1040.0,1120.0,2320.0,8560.0,0.0,-1120.0,2160.0
658,-1040.0,1120.0,2320.0,8560.0,80.0,-1120.0,2160.0
659,-1040.0,1120.0,2320.0,8560.0,80.0,-1120.0,2160.0
660,-1120.0,1120.0,2240.0,8560.0,0.0,-1120.0,2160.0
661,-1040.0,1120.0,2240.0,8560.0,80.0,-1120.0,2160.0
662,-1040.0,1120.0,2240.0,8560.0,0.0,-1120.0,2080.0
663,-1120.0,1120.0,2240.0,8560.0,80.0,-1120.0,2080.0
664,-1040.0,1120.0,2240.0,8560.0,0.0,-1120.0,2080.0
665,-1120.0,1120.0,2240.0,8560.0,80.0,-1120.0,2080.0
666,-1040.0,1120.0,2240.0,8560.0,80.0,-1200.0,2080.0
667,-1040.0,1120.0,2240.0,8480.0,0.0,-1120.0,2080.0
668,-1120.0,1120.0,2240.0,8560.0,0.0,-1120.0,2080.0
669,-1040.0,1040.0,2240.0,8560.0,0.0,-1120.0,2080.0
670,-1040.0,1040.0,2240.0,8560.0,0.0,-1120.0,2080.0
671,-1120.0,1040.0,2240.0,8480.0,80.0,-1120.0,2080.0
672,-1120.0,1040.0,2240.0,8560.0,80.0,-1200.0,2080.0
673,-1120.0,1120.0,2160.0,8560.0,80.0,-1120.0,2080.0
674,-1040.0,1120.0,2240.0,8560.0,80.0,-1120.0,2080.0
675,-1120.0,1040.0,2240.0,8560.0,0.0,-1120.0,2080.0
676,-1040.0,1040.0,2240.0,8560.0,80.0,-1120.0,2080.0
677,-1040.0,1040.0,2160.0,8560.0,0.0,-1120.0,2080.0
678,-1040.0,1040.0,2160.0,8560.0,80.0,-1120.0,2080.0
679,-1040.0,960.0,2160.0,8560.0,80.0,-1120.0,2080.0
680,-1040.0,1040.0,2160.0,8560.0,80.0,-1120.0,2000.0
681,-1040.0,1040.0,2160.0,8560.0,80.0,-1120.0,2000.0
682,-1040.0,1040.0,2080.0,8560.0,80.0,-1040.0,2000.0
683,-1040.0,1040.0,2160.0,8560.0,80.0,-1040.0,2000.0
684,-1120.0,960.0,2160.0,8560.0,80.0,-1120.0,2000.0
685,-1120.0,1040.0,2160.0,8560.0,80.0,-1120.0,2000.0
686,-1040.0,960.0,2160.0,8560.0,80.0,-1120.0,2000.0
687,-1120.0,1040.0,2160.0,8560.0,80.0,-1120.0,2000.0
688,-1120.0,960.0,2080.0,8560.0,80.0,-1120.0,2000.0
689,-1120.0,960.0,2160.0,8560.0,80.0,-1120.0,2000.0
690,-1120.0,960.0,2080.0,8560.0,80.0,-1120.0,2000.0
691,-1120.0,960.0,2080.0,8560.0,80.0,-1200.0,2000.0
692,-1120.0,960.0,2080.0,8480.0,80.0,-1120.0,2000.0
693,-1120.0,880.0,2080.0,8480.0,80.0,-1120.0,2000.0
694,-1200.0,960.0,2080.0,8560.0,80.0,-1120.0,2000.0
695,-1120.0,880.0,2160.0,8480.0,80.0,-1120.0,2000.0
696,-1200.0,960.0,2080.0,8480.0,80.0,-1040.0,2000.0
697,-1200.0,960.0,2080.0,8560.0,80.0,-1120.0,1920.0
698,-1200.0,880.0,2080.0,8480.0,80.0,-1120.0,2000.0
699,-1120.0,880.0,2080.0,8480.0,80.0,-1120.0,1920.0
700,-1200.0,960.0,2080.0,8480.0,80.0,-1120.0,1920.0
701,-1120.0,880.0,2080.0,8480.0,80.0,-1120.0,1920.0
702,-1200.0,880.0,2080.0,8480.0,80.0,-1120.0,1920.0
703,-1200.0,880.0,2080.0,8480.0,80.0,-1120.0,1920.0
704,-1200.0,880.0,2080.0,8480.0,160.0,-1120.0,1920.0
705,-1200.0,880.0,2080.0,8480.0,80.0,-1200.0,1920.0
706,-1200.0,880.0,2080.0,8480.0,160.0,-1120.0,1920.0
707,-1200.0,880.0,2000.0,8480.0,160.0,-1200.0,1920.0
708,-1200.0,880.0,2080.0,8400.0,160.0,-1120.0,1920.0
709,-1200.0,880.0,2000.0,8400.0,240.0,-1120.0,1920.0
710,-1200.0,800.0,2080.0,8400.0,160.0,-1120.0,1840.0
711,-1200.0,800.0,2080.0,8400.0,160.0,-1120.0,1920.0
712,-1200.0,800.0,2080.0,8400.0,240.0,-1120.0,1920.0
713,-1200.0,880.0,2080.0,8400.0,240.0,-1200.0,1920.0
714,-1200.0,880.0,2080.0,8320.0,240.0,-1120.0,1840.0
715,-1200.0,800.0,2080.0,8400.0,240.0,-1120.0,1840.0
716,-1280.0,800.0,2080.0,8320.0,240.0,-1120.0,1840.0
717,-1280.0,800.0,2080.0,8320.0,240.0,-1120.0,1840.0
718,-1280.0,800.0,2080.0,8320.0,320.0,-1120.0,1840.0
719,-1280.0,800.0,2080.0,8320.0,320.0,-1120.0,1840.0
720,-1280.0,800.0,2000.0,8320.0,320.0,-1120.0,1760.0
721,-1200.0,720.0,2080.0,8240.0,320.0,-1120.0,1840.0
722,-1280.0,800.0,2080.0,8240.0,320.0,-1120.0,1840.0
723,-1360.0,720.0,2080.0,8240.0,400.0,-1120.0,1760.0
724,-1280.0,720.0,2080.0,8240.0,400.0,-1120.0,1840.0
725,-1280.0,720.0,2080.0,8160.0,400.0,-1200.0,1760.0
726,-1280.0,720.0,2080.0,8160.0,480.0,-1120.0,1760.0
727,-1280.0,720.0,2000.0,8160.0,400.0,-1200.0,1760.0
728,-1280.0,720.0,2000.0,8160.0,400.0,-1120.0,1760.0
729,-1280.0,720.0,2080.0,8160.0,480.0,-1120.0,1760.0
730,-1360.0,720.0,2080.0,8160.0,480.0,-1120.0,1760.0
731,-1360.0,720.0,2000.0,8080.0,560.0,-1120.0,1760.0
732,-1360.0,720.0,2000.0,8080.0,480.0,-1120.0,1760.0
733,-1360.0,720.0,2000.0,8080.0,480.0,-1120.0,1760.0
734,-1360.0,720.0,2000.0,8080.0,560.0,-1120.0,1680.0
735,-1360.0,640.0,2000.0,8000.0,560.0,-1120.0,1760.0
736,-1360.0,640.0,2080.0,8000.0,640.0,-1120.0,1680.0
737,-1360.0,640.0,2080.0,8000.0,640.0,-1120.0,1680.0
738,-1360.0,640.0,2080.0,8000.0,640.0,-1200.0,1680.0
739,-1440.0,640.0,2000.0,7920.0,640.0,-1120.0,1680.0
740,-1360.0,640.0,2080.0,7920.0,640.0,-1120.0,1680.0
741,-1360.0,640.0,2080.0,7920.0,720.0,-1200.0,1680.0
742,-1360.0,640.0,2080.0,7920.0,720.0,-1120.0,1680.0
743,-1440.0,640.0,2080.0,7920.0,720.0,-1120.0,1680.0
744,-1360.0,640.0,2080.0,7840.0,800.0,-1120.0,1600.0
745,-1360.0,640.0,2080.0,7840.0,720.0,-1120.0,1680.0
746,-1360.0,640.0,2000.0,7840.0,800.0,-1120.0,1680.0
