Channel              :,CH1,CH2
Frequency            :,599.7Hz,  ?
Period               :,1.668ms,  ?
PK-PK                :,8.720V,240.0mV
Probe attenuation    :,10X,10X
Voltage per ADC value:,5.000000mV,5.000000mV
Time interval        :,1.00000uS,1.00000uS

index,CH1_Voltage(mV),CH2_Voltage(mV)
1,1200.000000,80.000000
2,1200.000000,80.000000
3,1280.000000,0.000000
4,1280.000000,0.000000
5,1360.000000,0.000000
6,1360.000000,0.000000
7,1440.000000,0.000000
8,1440.000000,0.000000
9,1600.000000,0.000000
10,1600.000000,80.000000
11,1600.000000,80.000000
12,1680.000000,80.000000
13,1760.000000,0.000000
14,1760.000000,80.000000
15,1840.000000,80.000000
16,1840.000000,0.000000
17,1920.000000,80.000000
18,1920.000000,80.000000
19,2000.000000,80.000000
20,2080.000000,80.000000
21,2080.000000,0.000000
22,2160.000000,80.000000
23,2240.000000,80.000000
24,2240.000000,0.000000
25,2320.000000,0.000000
26,2400.000000,80.000000
27,2400.000000,80.000000
28,2560.000000,80.000000
29,2560.000000,80.000000
30,2560.000000,80.000000
31,2640.000000,0.000000
32,2720.000000,80.000000
33,2800.000000,0.000000
34,2800.000000,80.000000
35,2880.000000,80.000000
36,2880.000000,80.000000
37,2960.000000,0.000000
38,3040.000000,80.000000
39,3120.000000,80.000000
40,3120.000000,80.000000
41,3200.000000,80.000000
42,3280.000000,80.000000
43,3360.000000,80.000000
44,3360.000000,0.000000
45,3440.000000,80.000000
46,3440.000000,80.000000
47,3520.000000,80.000000
48,3600.000000,80.000000
49,3680.000000,80.000000
50,3760.000000,80.000000
51,3760.000000,0.000000
52,3840.000000,80.000000
53,3920.000000,80.000000
54,4000.000000,80.000000
55,4000.000000,80.000000
56,4080.000000,80.000000
57,4160.000000,80.000000
58,4240.000000,80.000000
59,4240.000000,80.000000
60,4320.000000,80.000000
61,4400.000000,80.000000
62,4400.000000,80.000000
63,4480.000000,80.000000
64,4560.000000,80.000000
65,4640.000000,80.000000
66,4720.000000,80.000000
67,4720.000000,80.000000
68,4800.000000,80.000000
69,4800.000000,80.000000
70,4880.000000,80.000000
71,4960.000000,80.000000
72,4960.000000,80.000000
73,5120.000000,80.000000
74,5120.000000,80.000000
75,5200.000000,80.000000
76,5200.000000,80.000000
77,5280.000000,80.000000
78,5360.000000,80.000000
79,5360.000000,80.000000
80,5440.000000,80.000000
81,5520.000000,80.000000
82,5520.000000,80.000000
83,5600.000000,80.000000
84,5680.000000,80.000000
85,5760.000000,80.000000
86,5760.000000,80.000000
87,5840.000000,80.000000
88,5920.000000,80.000000
89,5920.000000,80.000000
90,6000.000000,80.000000
91,6000.000000,80.000000
92,6080.000000,80.000000
93,6080.000000,80.000000
94,6160.000000,80.000000
95,6160.000000,80.000000
